scenario,cell,cwd,aet,tminmin,ppt,djf,jja
2061-2080_rcp45_HadGEM2-ES,40,795.3714599609375,429.2040710449219,7.400000095367432,3.048053173115609,7.766666889190674,29.5
2061-2080_rcp45_HadGEM2-ES,41,780.5623779296875,442.3940124511719,7.300000190734863,3.059941888061955,7.666666507720947,29.450000762939453
2061-2080_rcp45_HadGEM2-ES,42,765.59613037109375,449.9638671875,7,3.0773679052841563,7.366666793823242,29.200000762939453
2061-2080_rcp45_HadGEM2-ES,43,757.61614990234375,452.14788818359375,6.699999809265137,3.0958664534785427,7.066666603088379,28.950000762939453
2061-2080_rcp45_HadGEM2-ES,44,748.5550537109375,454.8089294433594,6.400000095367432,3.117602691690084,6.766666889190674,28.75
2061-2080_rcp45_HadGEM2-ES,45,739.2518310546875,449.42547607421875,5.900000095367432,3.1319392952104246,6.266666889190674,28.25
2061-2080_rcp45_HadGEM2-ES,46,742.2059326171875,442.9888000488281,5.699999809265137,3.1271047983648077,6.0333333015441895,28.149999618530273
2061-2080_rcp45_HadGEM2-ES,47,772.4002685546875,426.24932861328125,6,3.094471128641645,6.366666793823242,28.549999237060547
2061-2080_rcp45_HadGEM2-ES,48,810.97760009765625,405.4278564453125,6.400000095367432,3.040602340114073,6.766666889190674,29
2061-2080_rcp45_HadGEM2-ES,49,843.6497802734375,394.7586669921875,6.900000095367432,2.989894563718773,7.266666889190674,29.649999618530273
2061-2080_rcp45_HadGEM2-ES,50,840.92474365234375,397.2278137207031,6.800000190734863,2.9804578922761,7.233333110809326,29.649999618530273
2061-2080_rcp45_HadGEM2-ES,51,768.50897216796875,444.9226989746094,7.099999904632568,3.079904467666721,7.4666666984558105,29.149999618530273
2061-2080_rcp45_HadGEM2-ES,52,761.6055908203125,452.0130615234375,7,3.091315159697223,7.366666793823242,29.149999618530273
2061-2080_rcp45_HadGEM2-ES,53,754.1387939453125,452.2067565917969,6.699999809265137,3.1065308538223815,7.066666603088379,28.899999618530273
2061-2080_rcp45_HadGEM2-ES,54,740.97601318359375,449.4384765625,6.099999904632568,3.1248301494138593,6.5,28.350000381469727
2061-2080_rcp45_HadGEM2-ES,55,737.090087890625,448.5638122558594,5.900000095367432,3.137670537236755,6.233333110809326,28.149999618530273
2061-2080_rcp45_HadGEM2-ES,56,731.69024658203125,441.2596435546875,5.400000095367432,3.139249217571607,5.800000190734863,27.75
2061-2080_rcp45_HadGEM2-ES,57,753.2625732421875,430.18414306640625,5.599999904632568,3.1228709228644354,6,28.049999237060547
2061-2080_rcp45_HadGEM2-ES,58,785.66204833984375,412.5718994140625,5.900000095367432,3.0806264869218056,6.300000190734863,28.450000762939453
2061-2080_rcp45_HadGEM2-ES,59,825.2144775390625,395.01739501953125,6.5,3.0211892990699383,6.900000095367432,29.149999618530273
2061-2080_rcp45_HadGEM2-ES,60,843.16131591796875,392.0315246582031,6.800000190734863,2.9813655090785445,7.233333110809326,29.549999237060547
2061-2080_rcp45_HadGEM2-ES,61,748.923828125,450.14117431640625,6.699999809265137,3.1082266563749283,7.0333333015441895,28.700000762939453
2061-2080_rcp45_HadGEM2-ES,62,748.81451416015625,446.5212707519531,6.5,3.110252917353403,6.833333492279053,28.549999237060547
2061-2080_rcp45_HadGEM2-ES,63,754.26055908203125,446.8390808105469,6.5,3.1122697684172707,6.833333492279053,28.649999618530273
2061-2080_rcp45_HadGEM2-ES,64,753.5216064453125,443.38006591796875,6.199999809265137,3.113943352306837,6.599999904632568,28.549999237060547
2061-2080_rcp45_HadGEM2-ES,65,756.70159912109375,436.6966247558594,6.099999904632568,3.1136091510730277,6.5,28.450000762939453
2061-2080_rcp45_HadGEM2-ES,66,762.03375244140625,429.2342529296875,5.900000095367432,3.1095785469043866,6.300000190734863,28.350000381469727
2061-2080_rcp45_HadGEM2-ES,67,766.4102783203125,420.6655578613281,5.699999809265137,3.0969100130080562,6.099999904632568,28.149999618530273
2061-2080_rcp45_HadGEM2-ES,68,793.6597900390625,410.09033203125,6.099999904632568,3.0644579892269186,6.4666666984558105,28.649999618530273
2061-2080_rcp45_HadGEM2-ES,69,817.390380859375,400.3461608886719,6.400000095367432,3.025715383901341,6.800000190734863,29.049999237060547
2061-2080_rcp45_HadGEM2-ES,70,750.4658203125,447.00885009765625,6.699999809265137,3.111598524880394,7.0333333015441895,28.649999618530273
2061-2080_rcp45_HadGEM2-ES,71,768.60577392578125,438.7896423339844,6.900000095367432,3.0927206446840994,7.266666889190674,28.950000762939453
2061-2080_rcp45_HadGEM2-ES,72,779.3338623046875,429.79901123046875,6.800000190734863,3.073351702386901,7.166666507720947,28.950000762939453
2061-2080_rcp45_HadGEM2-ES,73,781.5146484375,425.6274108886719,6.699999809265137,3.0629578340845103,7.066666603088379,28.850000381469727
2061-2080_rcp45_HadGEM2-ES,74,789.68548583984375,423.6408996582031,6.800000190734863,3.0576661039098294,7.133333206176758,29.049999237060547
2061-2080_rcp45_HadGEM2-ES,75,788.294189453125,423.70623779296875,6.599999904632568,3.061829307294699,6.9666666984558105,28.950000762939453
2061-2080_rcp45_HadGEM2-ES,76,781.6563720703125,426.2540588378906,6.400000095367432,3.0751818546186915,6.800000190734863,28.850000381469727
2061-2080_rcp45_HadGEM2-ES,77,771.98272705078125,435.350830078125,7,3.085290578230065,7.333333492279053,28.950000762939453
2061-2080_rcp45_HadGEM2-ES,78,792.06280517578125,422.6734313964844,7,3.0507663112330423,7.400000095367432,29.149999618530273
2061-2080_rcp45_HadGEM2-ES,79,797.31903076171875,417.8359375,7,3.031408464251624,7.366666793823242,29.149999618530273
2061-2080_rcp45_HadGEM2-ES,80,802.5242919921875,415.02294921875,7,3.0199466816788423,7.333333492279053,29.149999618530273
2061-2080_rcp45_HadGEM2-ES,81,798.87554931640625,418.93121337890625,6.900000095367432,3.022840610876528,7.266666889190674,29.149999618530273
2061-2080_rcp45_HadGEM2-ES,82,776.02301025390625,430.02545166015625,6.900000095367432,3.077731179652392,7.300000190734863,28.850000381469727
2061-2080_rcp45_HadGEM2-ES,83,775.8236083984375,426.4877014160156,6.699999809265137,3.0644579892269186,7.0333333015441895,28.75
2061-2080_rcp45_HadGEM2-ES,84,754.95013427734375,438.2922058105469,6.599999904632568,3.1000257301078626,7,28.5
2061-2080_rcp45_MIROC5,1,872.83612060546875,369.1448059082031,5.699999809265137,2.9020028913507296,6.4666666984558105,29.75
2061-2080_rcp45_MIROC5,2,809.8258056640625,394.3646545410156,4.900000095367432,3,5.666666507720947,28.649999618530273
2061-2080_rcp45_MIROC5,3,844.5845947265625,377.6039733886719,5.300000190734863,2.949390006644913,6.066666603088379,29.149999618530273
2061-2080_rcp45_MIROC5,4,866.9368896484375,368.1803283691406,5.5,2.910090545594068,6.333333492279053,29.5
2061-2080_rcp45_MIROC5,5,796.717529296875,412.56207275390625,5.300000190734863,3.024485667699167,6.066666603088379,28.850000381469727
2061-2080_rcp45_MIROC5,6,792.0045166015625,410.7119140625,5,3.029789470831856,5.766666889190674,28.600000381469727
2061-2080_rcp45_MIROC5,7,807.26312255859375,400.46435546875,5,3.009450895798694,5.800000190734863,28.75
2061-2080_rcp45_MIROC5,8,834.48834228515625,383.8811950683594,5.199999809265137,2.9609461957338312,6.0333333015441895,29.049999237060547
2061-2080_rcp45_MIROC5,9,861.4176025390625,372.0901794433594,5.599999904632568,2.9169800473203824,6.366666793823242,29.450000762939453
2061-2080_rcp45_MIROC5,10,862.1947021484375,364.5788269042969,5.300000190734863,2.8981764834976764,6.099999904632568,29.25
2061-2080_rcp45_MIROC5,11,832.9888916015625,394.95819091796875,6.099999904632568,2.9628426812012423,6.866666793823242,29.450000762939453
2061-2080_rcp45_MIROC5,12,825.26507568359375,402.4005432128906,6,2.9745116927373285,6.766666889190674,29.450000762939453
2061-2080_rcp45_MIROC5,13,815.3031005859375,409.48834228515625,5.800000190734863,2.9925535178321354,6.566666603088379,29.299999237060547
2061-2080_rcp45_MIROC5,14,806.963623046875,412.13507080078125,5.5,3.0051805125037805,6.333333492279053,29.149999618530273
2061-2080_rcp45_MIROC5,15,806.279296875,407.1939697265625,5.300000190734863,3.0038911662369103,6.066666603088379,28.950000762939453
2061-2080_rcp45_MIROC5,16,826.9136962890625,393.5289001464844,5.400000095367432,2.975431808509263,6.166666507720947,29.100000381469727
2061-2080_rcp45_MIROC5,17,849.333251953125,379.5904235839844,5.5,2.9339931638312424,6.300000190734863,29.350000381469727
2061-2080_rcp45_MIROC5,18,861.37164306640625,372.29669189453125,5.5,2.910090545594068,6.333333492279053,29.450000762939453
2061-2080_rcp45_MIROC5,19,860.659912109375,372.4834899902344,5.400000095367432,2.9057958803678687,6.233333110809326,29.399999618530273
2061-2080_rcp45_MIROC5,20,828.5362548828125,387.9870300292969,5.900000095367432,2.9628426812012423,6.666666507720947,29.149999618530273
2061-2080_rcp45_MIROC5,21,824.12738037109375,396.2777099609375,5.900000095367432,2.9689496809813427,6.699999809265137,29.25
2061-2080_rcp45_MIROC5,22,816.629150390625,401.6021728515625,5.800000190734863,2.975891136401793,6.566666603088379,29.149999618530273
2061-2080_rcp45_MIROC5,23,807.08868408203125,408.81707763671875,5.599999904632568,2.9903388547876015,6.366666793823242,29.049999237060547
2061-2080_rcp45_MIROC5,24,795.33770751953125,412.6165466308594,5.300000190734863,3.0081741840064264,6.066666603088379,28.799999237060547
2061-2080_rcp45_MIROC5,25,785.859375,408.95947265625,4.800000190734863,3.0211892990699383,5.566666603088379,28.350000381469727
2061-2080_rcp45_MIROC5,26,784.59857177734375,401.6405944824219,4.5,3.0141003215196207,5.266666889190674,28.100000381469727
2061-2080_rcp45_MIROC5,27,816.72918701171875,390.3447570800781,5,2.979092900638326,5.766666889190674,28.700000762939453
2061-2080_rcp45_MIROC5,28,841.0743408203125,377.9563903808594,5.199999809265137,2.9390197764486663,5.9666666984558105,29
2061-2080_rcp45_MIROC5,29,851.64105224609375,374.5814208984375,5.400000095367432,2.921686475483602,6.166666507720947,29.25
2061-2080_rcp45_MIROC5,30,823.79351806640625,393.4649963378906,5.900000095367432,2.972665592266111,6.666666507720947,29.100000381469727
2061-2080_rcp45_MIROC5,31,814.51318359375,402.53240966796875,5.800000190734863,2.9827233876685453,6.599999904632568,29.100000381469727
2061-2080_rcp45_MIROC5,32,802.42474365234375,409.04998779296875,5.599999904632568,2.997386384397313,6.366666793823242,28.899999618530273
2061-2080_rcp45_MIROC5,33,790.38946533203125,412.6349792480469,5.300000190734863,3.017450729510536,6.066666603088379,28.700000762939453
2061-2080_rcp45_MIROC5,34,782.5482177734375,414.0963134765625,5,3.0362295440862948,5.766666889190674,28.450000762939453
2061-2080_rcp45_MIROC5,35,779.22076416015625,408.39794921875,4.599999904632568,3.0402066275747113,5.366666793823242,28.100000381469727
2061-2080_rcp45_MIROC5,36,794.23028564453125,400.1105651855469,4.699999809265137,3.0199466816788423,5.4666666984558105,28.299999237060547
2061-2080_rcp45_MIROC5,37,821.21502685546875,382.70928955078125,4.900000095367432,2.976808337338066,5.699999809265137,28.600000381469727
2061-2080_rcp45_MIROC5,38,845.11767578125,374.369384765625,5.199999809265137,2.937517892017347,5.9666666984558105,29
2061-2080_rcp45_MIROC5,39,849.8203125,373.9722595214844,5.199999809265137,2.924795995797912,6.0333333015441895,29.100000381469727
2061-2080_rcp45_MIROC5,40,822.3294677734375,392.8377685546875,5.900000095367432,2.975891136401793,6.666666507720947,29.100000381469727
2061-2080_rcp45_MIROC5,41,809.05078125,404.7178039550781,5.800000190734863,2.9876662649262746,6.566666603088379,29
2061-2080_rcp45_MIROC5,42,795.1466064453125,410.3022155761719,5.5,3.0043213737826426,6.266666889190674,28.75
2061-2080_rcp45_MIROC5,43,786.13055419921875,411.8866271972656,5.199999809265137,3.0236639181977933,5.9666666984558105,28.5
2061-2080_rcp45_MIROC5,44,776.87286376953125,414.66046142578125,4.900000095367432,3.044539760392411,5.666666507720947,28.299999237060547
2061-2080_rcp45_MIROC5,45,767.6417236328125,409.8356018066406,4.400000095367432,3.0580462303952816,5.166666507720947,27.850000381469727
2061-2080_rcp45_MIROC5,46,771.321533203125,401.21746826171875,4.199999809265137,3.0511525224473814,4.9666666984558105,27.700000762939453
2061-2080_rcp45_MIROC5,47,797.1614990234375,390.5442810058594,4.5,3.0199466816788423,5.266666889190674,28.100000381469727
2061-2080_rcp45_MIROC5,48,831.8402099609375,372.9790344238281,4.900000095367432,2.9647309210536292,5.666666507720947,28.600000381469727
2061-2080_rcp45_MIROC5,49,860.09014892578125,366.40765380859375,5.400000095367432,2.9159272116971158,6.233333110809326,29.25
2061-2080_rcp45_MIROC5,50,860.43096923828125,366.8435974121094,5.300000190734863,2.906335041805091,6.133333206176758,29.200000762939453
2061-2080_rcp45_MIROC5,51,796.99920654296875,404.46600341796875,5.599999904632568,3.0060379549973173,6.366666793823242,28.700000762939453
2061-2080_rcp45_MIROC5,52,792.33001708984375,410.6827392578125,5.5,3.0178677189635055,6.266666889190674,28.700000762939453
2061-2080_rcp45_MIROC5,53,785.14471435546875,411.6838073730469,5.199999809265137,3.03342375548695,5.9666666984558105,28.5
2061-2080_rcp45_MIROC5,54,768.73675537109375,409.5917053222656,4.599999904632568,3.0507663112330423,5.400000095367432,27.899999618530273
2061-2080_rcp45_MIROC5,55,764.87701416015625,408.3023376464844,4.300000190734863,3.062581984228163,5.099999904632568,27.700000762939453
2061-2080_rcp45_MIROC5,56,762.56988525390625,400.2113342285156,3.9000000953674316,3.0637085593914173,4.699999809265137,27.399999618530273
2061-2080_rcp45_MIROC5,57,779.5552978515625,392.0799255371094,4.099999904632568,3.04688519083771,4.900000095367432,27.600000381469727
2061-2080_rcp45_MIROC5,58,807.0853271484375,378.1167297363281,4.400000095367432,3.0051805125037805,5.199999809265137,28
2061-2080_rcp45_MIROC5,59,846.1142578125,364.9459228515625,5,2.94546858513182,5.833333492279053,28.75
2061-2080_rcp45_MIROC5,60,861.6805419921875,362.9013671875,5.300000190734863,2.90687353472207,6.133333206176758,29.149999618530273
2061-2080_rcp45_MIROC5,61,780.19635009765625,408.31646728515625,5.199999809265137,3.0342272607705505,5.9666666984558105,28.299999237060547
2061-2080_rcp45_MIROC5,62,780.3931884765625,405.46990966796875,5,3.0350292822023683,5.766666889190674,28.200000762939453
2061-2080_rcp45_MIROC5,63,783.029541015625,406.3887023925781,5,3.037027879755775,5.766666889190674,28.25
2061-2080_rcp45_MIROC5,64,781.98583984375,402.8638916015625,4.699999809265137,3.038620161949703,5.5333333015441895,28.100000381469727
2061-2080_rcp45_MIROC5,65,784.34234619140625,398.47149658203125,4.599999904632568,3.037824750588342,5.400000095367432,28
2061-2080_rcp45_MIROC5,66,788.82452392578125,391.30694580078125,4.400000095367432,3.03342375548695,5.233333110809326,27.899999618530273
2061-2080_rcp45_MIROC5,67,792.46697998046875,384.20062255859375,4.199999809265137,3.021602716028242,5,27.799999237060547
2061-2080_rcp45_MIROC5,68,816.25909423828125,376.4454345703125,4.599999904632568,2.9894498176666917,5.400000095367432,28.200000762939453
2061-2080_rcp45_MIROC5,69,837.59576416015625,370.1897277832031,4.900000095367432,2.951337518795918,5.733333110809326,28.649999618530273
2061-2080_rcp45_MIROC5,70,778.96038818359375,406.3727111816406,5.199999809265137,3.037027879755775,5.9666666984558105,28.200000762939453
2061-2080_rcp45_MIROC5,71,795.254150390625,400.65069580078125,5.400000095367432,3.018284308426531,6.166666507720947,28.5
2061-2080_rcp45_MIROC5,72,803.41009521484375,393.8622741699219,5.300000190734863,2.999130541287371,6.066666603088379,28.5
2061-2080_rcp45_MIROC5,73,808.69464111328125,389.0564880371094,5.199999809265137,2.9876662649262746,5.9666666984558105,28.5
2061-2080_rcp45_MIROC5,74,814.2322998046875,387.5311584472656,5.300000190734863,2.9822712330395684,6.066666603088379,28.600000381469727
2061-2080_rcp45_MIROC5,75,812.5401611328125,387.50927734375,5.099999904632568,2.986323777050765,5.866666793823242,28.5
2061-2080_rcp45_MIROC5,76,808.08917236328125,389.4101257324219,4.900000095367432,2.9995654882259823,5.733333110809326,28.399999618530273
2061-2080_rcp45_MIROC5,77,798.5628662109375,396.83502197265625,5.5,3.010299956639812,6.266666889190674,28.5
2061-2080_rcp45_MIROC5,78,814.98779296875,387.5262145996094,5.5,2.976808337338066,6.333333492279053,28.700000762939453
2061-2080_rcp45_MIROC5,79,822.363037109375,382.07269287109375,5.5,2.9561684304753633,6.266666889190674,28.700000762939453
2061-2080_rcp45_MIROC5,80,826.83465576171875,381.62322998046875,5.400000095367432,2.94546858513182,6.233333110809326,28.799999237060547
2061-2080_rcp45_MIROC5,81,825.77276611328125,383.9915771484375,5.400000095367432,2.9469432706978256,6.166666507720947,28.799999237060547
2061-2080_rcp45_MIROC5,82,802.5107421875,394.5206604003906,5.400000095367432,3.002166061756508,6.166666507720947,28.5
2061-2080_rcp45_MIROC5,83,798.8135986328125,392.16973876953125,5.199999809265137,2.9894498176666917,5.9666666984558105,28.299999237060547
2061-2080_rcp45_MIROC5,84,782.1199951171875,400.0221252441406,5.099999904632568,3.024485667699167,5.900000095367432,28.100000381469727
2061-2080_rcp85_CanESM2,1,871.71978759765625,420.03765869140625,8.199999809265137,3.0484418035504044,8.533333778381348,32.099998474121094
2061-2080_rcp85_CanESM2,2,800.44256591796875,453.2001037597656,7.400000095367432,3.1427022457376155,7.766666889190674,31
2061-2080_rcp85_CanESM2,3,839.312255859375,431.001953125,7.800000190734863,3.0941215958405612,8.133333206176758,31.5
2061-2080_rcp85_CanESM2,4,867.5330810546875,416.31390380859375,8,3.055378331375,8.399999618530273,31.899999618530273
2061-2080_rcp85_CanESM2,5,782.6981201171875,474.45068359375,7.800000190734863,3.1649473726218416,8.100000381469727,31.200000762939453
2061-2080_rcp85_CanESM2,6,780.2674560546875,470.8908386230469,7.5,3.1705550585212086,7.866666793823242,31
2061-2080_rcp85_CanESM2,7,794.1649169921875,461.51904296875,7.5,3.1513698502474603,7.866666793823242,31.100000381469727
2061-2080_rcp85_CanESM2,8,828.523193359375,438.96051025390625,7.699999809265137,3.1055101847699738,8.066666603088379,31.399999618530273
2061-2080_rcp85_CanESM2,9,859.209716796875,421.8114318847656,8.100000381469727,3.0622058088197126,8.466666221618652,31.850000381469727
2061-2080_rcp85_CanESM2,10,862.1075439453125,411.7720642089844,7.800000190734863,3.0437551269686796,8.166666984558105,31.600000381469727
2061-2080_rcp85_CanESM2,11,825.93878173828125,449.58526611328125,8.5,3.103461622094705,8.899999618530273,31.799999237060547
2061-2080_rcp85_CanESM2,12,813.157470703125,461.590576171875,8.399999618530273,3.1149444157125847,8.800000190734863,31.799999237060547
2061-2080_rcp85_CanESM2,13,800.37274169921875,470.9665832519531,8.300000190734863,3.1322596895310446,8.633333206176758,31.700000762939453
2061-2080_rcp85_CanESM2,14,794.11834716796875,473.043212890625,8,3.144885418287142,8.366666793823242,31.5
2061-2080_rcp85_CanESM2,15,796.65411376953125,466.6407470703125,7.800000190734863,3.144885418287142,8.166666984558105,31.299999237060547
2061-2080_rcp85_CanESM2,16,816.43048095703125,452.1363830566406,7.900000095367432,3.1192558892779365,8.266666412353516,31.5
2061-2080_rcp85_CanESM2,17,845.10546875,432.06219482421875,8,3.079543007402906,8.366666793823242,31.700000762939453
2061-2080_rcp85_CanESM2,18,860.5601806640625,420.4371643066406,8,3.055378331375,8.399999618530273,31.799999237060547
2061-2080_rcp85_CanESM2,19,859.6658935546875,421.4062805175781,7.900000095367432,3.0511525224473814,8.300000190734863,31.799999237060547
2061-2080_rcp85_CanESM2,20,821.8360595703125,441.1118469238281,8.399999618530273,3.1051694279993316,8.766666412353516,31.5
2061-2080_rcp85_CanESM2,21,817.12823486328125,450.7138671875,8.399999618530273,3.109240968588203,8.766666412353516,31.600000381469727
2061-2080_rcp85_CanESM2,22,803.556884765625,461.0032958984375,8.300000190734863,3.116939646550756,8.633333206176758,31.5
2061-2080_rcp85_CanESM2,23,792.45550537109375,469.7283935546875,8.100000381469727,3.130333768495006,8.466666221618652,31.399999618530273
2061-2080_rcp85_CanESM2,24,780.517333984375,474.050048828125,7.800000190734863,3.1473671077937864,8.166666984558105,31.149999618530273
2061-2080_rcp85_CanESM2,25,771.5765380859375,470.8254699707031,7.300000190734863,3.162564406523019,7.666666507720947,30.700000762939453
2061-2080_rcp85_CanESM2,26,772.74566650390625,462.79840087890625,7,3.1571544399062814,7.300000190734863,30.450000762939453
2061-2080_rcp85_CanESM2,27,810.39007568359375,446.63995361328125,7.5,3.123851640967086,7.866666793823242,31.100000381469727
2061-2080_rcp85_CanESM2,28,835.38958740234375,430.25958251953125,7.699999809265137,3.085290578230065,8.066666603088379,31.350000381469727
2061-2080_rcp85_CanESM2,29,852.20404052734375,423.4291076660156,7.900000095367432,3.0674428427763805,8.233333587646484,31.600000381469727
2061-2080_rcp85_CanESM2,30,816.0494384765625,446.91827392578125,8.399999618530273,3.1136091510730277,8.766666412353516,31.5
2061-2080_rcp85_CanESM2,31,803.32232666015625,460.9731140136719,8.300000190734863,3.1231980750319988,8.666666984558105,31.5
2061-2080_rcp85_CanESM2,32,788.8890380859375,469.6872253417969,8,3.137670537236755,8.399999618530273,31.299999237060547
2061-2080_rcp85_CanESM2,33,777.763671875,474.80999755859375,7.800000190734863,3.1577588860468637,8.133333206176758,31.049999237060547
2061-2080_rcp85_CanESM2,34,768.43524169921875,475.52752685546875,7.5,3.1772478362556233,7.800000190734863,30.799999237060547
2061-2080_rcp85_CanESM2,35,765.7073974609375,470.2702941894531,7.099999904632568,3.1832698436828046,7.4666666984558105,30.5
2061-2080_rcp85_CanESM2,36,781.472900390625,459.345458984375,7.199999809265137,3.1652443261253107,7.566666603088379,30.649999618530273
2061-2080_rcp85_CanESM2,37,815.92462158203125,437.8903503417969,7.400000095367432,3.123851640967086,7.766666889190674,31
2061-2080_rcp85_CanESM2,38,844.568115234375,422.7511901855469,7.699999809265137,3.0835026198302673,8.066666603088379,31.350000381469727
2061-2080_rcp85_CanESM2,39,848.0264892578125,422.4715576171875,7.699999809265137,3.070037866607755,8.100000381469727,31.5
2061-2080_rcp85_CanESM2,40,814.09393310546875,446.535400390625,8.399999618530273,3.1166077439882485,8.766666412353516,31.450000762939453
2061-2080_rcp85_CanESM2,41,798.54827880859375,462.3028259277344,8.300000190734863,3.128722284338427,8.633333206176758,31.399999618530273
2061-2080_rcp85_CanESM2,42,784.2974853515625,469.71441650390625,8,3.144574207609616,8.333333015441895,31.149999618530273
2061-2080_rcp85_CanESM2,43,772.51702880859375,474.06512451171875,7.699999809265137,3.1649473726218416,8.033333778381348,30.899999618530273
2061-2080_rcp85_CanESM2,44,765.60235595703125,474.4040222167969,7.400000095367432,3.1866738674997452,7.766666889190674,30.700000762939453
2061-2080_rcp85_CanESM2,45,754.90472412109375,471.7143249511719,6.900000095367432,3.20194306340165,7.266666889190674,30.25
2061-2080_rcp85_CanESM2,46,757.28961181640625,463.4885559082031,6.699999809265137,3.197831693328903,7,30.049999237060547
2061-2080_rcp85_CanESM2,47,788.20050048828125,446.58624267578125,7,3.1670217957902564,7.366666793823242,30.450000762939453
2061-2080_rcp85_CanESM2,48,827.33160400390625,425.9505920410156,7.400000095367432,3.1136091510730277,7.766666889190674,30.950000762939453
2061-2080_rcp85_CanESM2,49,862.027587890625,411.8292541503906,7.900000095367432,3.061829307294699,8.266666412353516,31.600000381469727
2061-2080_rcp85_CanESM2,50,860.3310546875,415.7779235839844,7.800000190734863,3.0523090996473234,8.199999809265137,31.600000381469727
2061-2080_rcp85_CanESM2,51,783.136962890625,466.3029479980469,8.100000381469727,3.1482940974347455,8.433333396911621,31.100000381469727
2061-2080_rcp85_CanESM2,52,779.50274658203125,471.68780517578125,8,3.1598678470925665,8.366666793823242,31.100000381469727
2061-2080_rcp85_CanESM2,53,771.53424072265625,473.4602355957031,7.699999809265137,3.1760912590556813,8.066666603088379,30.850000381469727
2061-2080_rcp85_CanESM2,54,757.24859619140625,470.0494079589844,7.099999904632568,3.1942367487238292,7.4666666984558105,30.299999237060547
2061-2080_rcp85_CanESM2,55,751.46746826171875,469.8081359863281,6.900000095367432,3.2081725266671217,7.199999809265137,30.100000381469727
2061-2080_rcp85_CanESM2,56,747.5751953125,461.9967346191406,6.5,3.210853365314893,6.800000190734863,29.75
2061-2080_rcp85_CanESM2,57,770.29547119140625,449.29498291015625,6.599999904632568,3.1942367487238292,6.9666666984558105,30
2061-2080_rcp85_CanESM2,58,801.25189208984375,432.8384094238281,6.900000095367432,3.153204900084284,7.266666889190674,30.399999618530273
2061-2080_rcp85_CanESM2,59,844.47332763671875,413.6404724121094,7.5,3.09377178149873,7.866666793823242,31.100000381469727
2061-2080_rcp85_CanESM2,60,862.19403076171875,409.4058532714844,7.800000190734863,3.053462604925455,8.199999809265137,31.5
2061-2080_rcp85_CanESM2,61,768.0810546875,469.18017578125,7.699999809265137,3.1772478362556233,8,30.649999618530273
2061-2080_rcp85_CanESM2,62,767.71356201171875,465.8504333496094,7.5,3.179838928023187,7.800000190734863,30.549999237060547
2061-2080_rcp85_CanESM2,63,771.520263671875,466.1580505371094,7.5,3.182414652434554,7.833333492279053,30.600000381469727
2061-2080_rcp85_CanESM2,64,768.2122802734375,463.679443359375,7.300000190734863,3.184691430817599,7.599999904632568,30.450000762939453
2061-2080_rcp85_CanESM2,65,773.36883544921875,457.7706298828125,7.099999904632568,3.184691430817599,7.4666666984558105,30.350000381469727
2061-2080_rcp85_CanESM2,66,778.8155517578125,449.6737060546875,7,3.1806992012960347,7.300000190734863,30.25
2061-2080_rcp85_CanESM2,67,784.2886962890625,440.8348083496094,6.699999809265137,3.1684974835230326,7.066666603088379,30.149999618530273
2061-2080_rcp85_CanESM2,68,811.31439208984375,429.1921691894531,7.099999904632568,3.1360860973840974,7.4666666984558105,30.549999237060547
2061-2080_rcp85_CanESM2,69,837.61541748046875,417.8883361816406,7.400000095367432,3.097604328874411,7.766666889190674,31
2061-2080_rcp85_CanESM2,70,768.82952880859375,465.5537414550781,7.699999809265137,3.1818435879447726,8,30.600000381469727
2061-2080_rcp85_CanESM2,71,785.859130859375,458.8215637207031,7.900000095367432,3.162862993321926,8.233333587646484,30.899999618530273
2061-2080_rcp85_CanESM2,72,793.95977783203125,451.0391540527344,7.800000190734863,3.1439511164239633,8.166666984558105,30.850000381469727
2061-2080_rcp85_CanESM2,73,799.99542236328125,444.9984436035156,7.699999809265137,3.132579847659737,8.066666603088379,30.850000381469727
2061-2080_rcp85_CanESM2,74,808.6451416015625,442.0520935058594,7.800000190734863,3.1271047983648077,8.133333206176758,30.950000762939453
2061-2080_rcp85_CanESM2,75,804.4813232421875,443.118408203125,7.599999904632568,3.1322596895310446,7.9666666984558105,30.899999618530273
2061-2080_rcp85_CanESM2,76,798.35137939453125,446.8736572265625,7.400000095367432,3.1458177144918276,7.766666889190674,30.75
2061-2080_rcp85_CanESM2,77,787.02911376953125,456.7044982910156,8,3.1562461903973444,8.300000190734863,30.850000381469727
2061-2080_rcp85_CanESM2,78,807.37554931640625,442.8698425292969,8,3.121887985103681,8.366666793823242,31.049999237060547
2061-2080_rcp85_CanESM2,79,816.839111328125,437.2904052734375,8,3.1017470739463664,8.366666793823242,31.100000381469727
2061-2080_rcp85_CanESM2,80,820.70648193359375,433.95709228515625,8,3.089905111439398,8.333333015441895,31.149999618530273
2061-2080_rcp85_CanESM2,81,815.94879150390625,439.2196350097656,7.900000095367432,3.0927206446840994,8.266666412353516,31.149999618530273
2061-2080_rcp85_CanESM2,82,791.18096923828125,451.5279235839844,7.900000095367432,3.1486026548060932,8.266666412353516,30.850000381469727
2061-2080_rcp85_CanESM2,83,790.034423828125,447.927734375,7.699999809265137,3.1354506993455136,8,30.649999618530273
