scenario,cell,cwd,aet,tminmin,ppt,djf,jja
2061-2080_rcp45_CanESM2,49,831.821044921875,404.94677734375,7.099999904632568,3.0310042813635367,7.599999904632568,30.149999618530273
2061-2080_rcp45_CanESM2,50,829.70220947265625,408.26678466796875,7.099999904632568,3.0232524596337114,7.566666603088379,30.149999618530273
2061-2080_rcp45_CanESM2,51,750.2965087890625,463.66986083984375,7.300000190734863,3.123851640967086,7.766666889190674,29.649999618530273
2061-2080_rcp45_CanESM2,52,745.32000732421875,469.5528564453125,7.199999809265137,3.1351326513767748,7.666666507720947,29.649999618530273
2061-2080_rcp45_CanESM2,53,737.32867431640625,470.8377685546875,6.900000095367432,3.15106325335375,7.366666793823242,29.450000762939453
2061-2080_rcp45_CanESM2,54,720.6563720703125,469.0684509277344,6.300000190734863,3.1687920203141817,6.766666889190674,28.850000381469727
2061-2080_rcp45_CanESM2,55,716.4423828125,468.7294921875,6.099999904632568,3.1806992012960347,6.566666603088379,28.649999618530273
2061-2080_rcp45_CanESM2,56,714.65911865234375,459.4642028808594,5.599999904632568,3.182129214052998,6.099999904632568,28.299999237060547
2061-2080_rcp45_CanESM2,57,737.080810546875,446.06195068359375,5.800000190734863,3.1646502159342966,6.300000190734863,28.549999237060547
2061-2080_rcp45_CanESM2,58,770.43914794921875,427.3495788574219,6.099999904632568,3.1228709228644354,6.633333206176758,28.950000762939453
2061-2080_rcp45_CanESM2,59,814.06719970703125,406.375,6.699999809265137,3.062581984228163,7.199999809265137,29.649999618530273
2061-2080_rcp45_CanESM2,60,831.82000732421875,403.325439453125,7.099999904632568,3.024074987307426,7.566666603088379,30.100000381469727
2061-2080_rcp45_CanESM2,61,732.03173828125,467.56341552734375,6.900000095367432,3.151676230847048,7.366666793823242,29.25
2061-2080_rcp45_CanESM2,62,731.17474365234375,463.981201171875,6.699999809265137,3.153814864344529,7.166666507720947,29.049999237060547
2061-2080_rcp45_CanESM2,63,733.99420166015625,465.3379821777344,6.699999809265137,3.1562461903973444,7.166666507720947,29.149999618530273
2061-2080_rcp45_CanESM2,64,734.2613525390625,461.74774169921875,6.5,3.1577588860468637,6.9666666984558105,29.049999237060547
2061-2080_rcp45_CanESM2,65,737.3199462890625,456.932861328125,6.300000190734863,3.1577588860468637,6.766666889190674,28.950000762939453
2061-2080_rcp45_CanESM2,66,747.2801513671875,443.5815124511719,6.199999809265137,3.151982395457474,6.666666507720947,28.850000381469727
2061-2080_rcp45_CanESM2,67,752.630126953125,434.2243347167969,5.900000095367432,3.139249217571607,6.433333396911621,28.700000762939453
2061-2080_rcp45_CanESM2,68,777.532958984375,424.916748046875,6.300000190734863,3.1075491297446862,6.766666889190674,29.149999618530273
2061-2080_rcp45_CanESM2,69,807.24334716796875,410.3001403808594,6.699999809265137,3.0678145111618402,7.166666507720947,29.549999237060547
2061-2080_rcp45_CanESM2,70,732.31219482421875,464.9479064941406,6.900000095367432,3.1556396337597765,7.366666793823242,29.149999618530273
2061-2080_rcp45_CanESM2,71,749.61468505859375,458.2032775878906,7.099999904632568,3.137354111370733,7.566666603088379,29.450000762939453
2061-2080_rcp45_CanESM2,72,763.23785400390625,444.83697509765625,7,3.116939646550756,7.4666666984558105,29.450000762939453
2061-2080_rcp45_CanESM2,73,769.349853515625,439.95294189453125,6.900000095367432,3.1061908972634154,7.366666793823242,29.450000762939453
2061-2080_rcp45_CanESM2,74,775.966064453125,438.00653076171875,7,3.1010593549081156,7.4666666984558105,29.549999237060547
2061-2080_rcp45_CanESM2,75,773.56451416015625,438.2235412597656,6.800000190734863,3.1055101847699738,7.266666889190674,29.450000762939453
2061-2080_rcp45_CanESM2,76,767.12249755859375,441.08056640625,6.599999904632568,3.118595365223762,7.099999904632568,29.350000381469727
2061-2080_rcp45_CanESM2,77,754.8319091796875,452.3755187988281,7.199999809265137,3.1290450598879582,7.666666507720947,29.450000762939453
2061-2080_rcp45_CanESM2,78,776.4224853515625,437.0737609863281,7.199999809265137,3.0948203803548,7.699999809265137,29.649999618530273
2061-2080_rcp45_CanESM2,79,783.63055419921875,432.2153625488281,7.199999809265137,3.0751818546186915,7.666666507720947,29.649999618530273
2061-2080_rcp45_CanESM2,80,787.895751953125,429.4298400878906,7.199999809265137,3.064083435963596,7.666666507720947,29.649999618530273
2061-2080_rcp45_CanESM2,81,785.77545166015625,433.6730651855469,7.099999904632568,3.0663259253620376,7.566666603088379,29.75
2061-2080_rcp45_CanESM2,82,762.470458984375,444.74481201171875,7.099999904632568,3.12057393120585,7.566666603088379,29.450000762939453
2061-2080_rcp45_CanESM2,83,759.2642822265625,441.9793395996094,6.900000095367432,3.1078880251827985,7.366666793823242,29.25
2061-2080_rcp45_CanESM2,84,735.96710205078125,456.88824462890625,6.800000190734863,3.144262773761991,7.266666889190674,29.049999237060547
2061-2080_rcp45_CNRM-CM5,1,830.13433837890625,389.447998046875,6.800000190734863,3.0081741840064264,7.400000095367432,29.549999237060547
2061-2080_rcp45_CNRM-CM5,2,762.8944091796875,420.5298767089844,6,3.1051694279993316,6.599999904632568,28.549999237060547
2061-2080_rcp45_CNRM-CM5,3,798.24554443359375,399.7088317871094,6.400000095367432,3.055378331375,7,29
2061-2080_rcp45_CNRM-CM5,4,824.197998046875,387.76190185546875,6.699999809265137,3.016197353512439,7.300000190734863,29.350000381469727
2061-2080_rcp45_CNRM-CM5,5,747.31817626953125,440.18267822265625,6.400000095367432,3.129689892199301,6.9666666984558105,28.75
2061-2080_rcp45_CNRM-CM5,6,741.94696044921875,439.42510986328125,6.099999904632568,3.1357685145678222,6.699999809265137,28.5
2061-2080_rcp45_CNRM-CM5,7,757.37762451171875,427.0519104003906,6.199999809265137,3.114610984232173,6.766666889190674,28.600000381469727
2061-2080_rcp45_CNRM-CM5,8,790.0611572265625,406.1205749511719,6.400000095367432,3.0666985504229953,6.9666666984558105,28.950000762939453
2061-2080_rcp45_CNRM-CM5,9,818.78631591796875,391.81927490234375,6.699999809265137,3.02201573981772,7.300000190734863,29.350000381469727
2061-2080_rcp45_CNRM-CM5,10,822.625244140625,382.73193359375,6.400000095367432,3.0043213737826426,7.0333333015441895,29.149999618530273
2061-2080_rcp45_CNRM-CM5,11,786.343994140625,417.4658508300781,7.199999809265137,3.0674428427763805,7.800000190734863,29.350000381469727
2061-2080_rcp45_CNRM-CM5,12,775.4569091796875,429.0698547363281,7.099999904632568,3.079543007402906,7.699999809265137,29.299999237060547
2061-2080_rcp45_CNRM-CM5,13,765.28125,438.35076904296875,6.900000095367432,3.09725730969342,7.5,29.200000762939453
2061-2080_rcp45_CNRM-CM5,14,757.27490234375,439.6100769042969,6.699999809265137,3.1099158630237933,7.266666889190674,29
2061-2080_rcp45_CNRM-CM5,15,755.84283447265625,435.274658203125,6.400000095367432,3.1089031276673134,7,28.799999237060547
2061-2080_rcp45_CNRM-CM5,16,778.38055419921875,418.617431640625,6.5,3.0806264869218056,7.099999904632568,29
2061-2080_rcp45_CNRM-CM5,17,804.6611328125,400.4259338378906,6.699999809265137,3.040602340114073,7.233333110809326,29.200000762939453
2061-2080_rcp45_CNRM-CM5,18,819.27886962890625,391.8766784667969,6.699999809265137,3.015778756389041,7.300000190734863,29.299999237060547
2061-2080_rcp45_CNRM-CM5,19,816.8282470703125,393.0802307128906,6.599999904632568,3.011993114659257,7.199999809265137,29.299999237060547
2061-2080_rcp45_CNRM-CM5,20,782.46917724609375,410.32391357421875,7,3.0681858617461617,7.599999904632568,29
2061-2080_rcp45_CNRM-CM5,21,777.79949951171875,419.1937561035156,7.099999904632568,3.0737183503461227,7.666666507720947,29.100000381469727
2061-2080_rcp45_CNRM-CM5,22,765.82757568359375,427.8287658691406,6.900000095367432,3.0806264869218056,7.4666666984558105,29
2061-2080_rcp45_CNRM-CM5,23,755.02557373046875,437.3774719238281,6.699999809265137,3.0948203803548,7.300000190734863,28.899999618530273
2061-2080_rcp45_CNRM-CM5,24,745.80718994140625,441.45538330078125,6.400000095367432,3.1126050015345745,7,28.700000762939453
2061-2080_rcp45_CNRM-CM5,25,734.07855224609375,437.9526672363281,5.900000095367432,3.1264561134318045,6.5,28.200000762939453
2061-2080_rcp45_CNRM-CM5,26,734.22125244140625,429.69342041015625,5.599999904632568,3.119915410257991,6.166666507720947,27.950000762939453
2061-2080_rcp45_CNRM-CM5,27,770.6346435546875,414.4930419921875,6.099999904632568,3.085290578230065,6.699999809265137,28.600000381469727
2061-2080_rcp45_CNRM-CM5,28,796.44818115234375,399.7474670410156,6.300000190734863,3.0453229787866576,6.900000095367432,28.899999618530273
2061-2080_rcp45_CNRM-CM5,29,811.91522216796875,394.34075927734375,6.5,3.0277572046905536,7.099999904632568,29.149999618530273
2061-2080_rcp45_CNRM-CM5,30,777.11834716796875,416.0086975097656,7,3.077731179652392,7.599999904632568,29
2061-2080_rcp45_CNRM-CM5,31,765.35272216796875,429.3655090332031,6.900000095367432,3.087781417809542,7.5333333015441895,29
2061-2080_rcp45_CNRM-CM5,32,750.27862548828125,437.3102722167969,6.699999809265137,3.1027766148834415,7.266666889190674,28.799999237060547
2061-2080_rcp45_CNRM-CM5,33,740.4295654296875,441.7020568847656,6.400000095367432,3.1228709228644354,6.9666666984558105,28.600000381469727
2061-2080_rcp45_CNRM-CM5,34,732.503173828125,441.7324523925781,6.099999904632568,3.1420764610732848,6.666666507720947,28.299999237060547
2061-2080_rcp45_CNRM-CM5,35,728.10784912109375,437.4234924316406,5.699999809265137,3.1470576710283598,6.300000190734863,28
2061-2080_rcp45_CNRM-CM5,36,745.67047119140625,426.2158508300781,5.800000190734863,3.1264561134318045,6.400000095367432,28.200000762939453
2061-2080_rcp45_CNRM-CM5,37,775.63555908203125,406.528564453125,6.099999904632568,3.084933574936716,6.633333206176758,28.5
2061-2080_rcp45_CNRM-CM5,38,802.490234375,393.3885803222656,6.300000190734863,3.044147620878723,6.900000095367432,28.899999618530273
2061-2080_rcp45_CNRM-CM5,39,806.2177734375,393.6009216308594,6.400000095367432,3.030599721965951,7,29
2061-2080_rcp45_CNRM-CM5,40,774.5377197265625,416.065673828125,7,3.080987046910887,7.599999904632568,28.950000762939453
2061-2080_rcp45_CNRM-CM5,41,759.50079345703125,430.2795715332031,6.900000095367432,3.0930713063760633,7.5,28.899999618530273
2061-2080_rcp45_CNRM-CM5,42,745.96832275390625,437.2902526855469,6.599999904632568,3.1099158630237933,7.199999809265137,28.649999618530273
2061-2080_rcp45_CNRM-CM5,43,735.17431640625,440.2649841308594,6.300000190734863,3.1293675957229854,6.900000095367432,28.399999618530273
2061-2080_rcp45_CNRM-CM5,44,728.6270751953125,440.7403259277344,6.099999904632568,3.150756439860309,6.633333206176758,28.200000762939453
2061-2080_rcp45_CNRM-CM5,45,717.70660400390625,437.7910461425781,5.599999904632568,3.1646502159342966,6.133333206176758,27.700000762939453
2061-2080_rcp45_CNRM-CM5,46,721.77044677734375,430.57757568359375,5.300000190734863,3.159266331093494,5.866666793823242,27.600000381469727
2061-2080_rcp45_CNRM-CM5,47,751.32452392578125,415.348388671875,5.599999904632568,3.1277525158329733,6.199999809265137,28
2061-2080_rcp45_CNRM-CM5,48,787.9554443359375,394.80963134765625,6,3.0737183503461227,6.599999904632568,28.5
2061-2080_rcp45_CNRM-CM5,49,820.25457763671875,383.64581298828125,6.599999904632568,3.022840610876528,7.166666507720947,29.100000381469727
2061-2080_rcp45_CNRM-CM5,50,816.78082275390625,386.45477294921875,6.5,3.0136796972911926,7.099999904632568,29.100000381469727
2061-2080_rcp45_CNRM-CM5,51,747.94354248046875,432.09173583984375,6.699999809265137,3.1122697684172707,7.266666889190674,28.600000381469727
2061-2080_rcp45_CNRM-CM5,52,742.9307861328125,439.458740234375,6.699999809265137,3.124178055474675,7.233333110809326,28.600000381469727
2061-2080_rcp45_CNRM-CM5,53,734.16912841796875,440.32086181640625,6.300000190734863,3.1405080430381798,6.900000095367432,28.399999618530273
2061-2080_rcp45_CNRM-CM5,54,719.05096435546875,436.7712707519531,5.800000190734863,3.1577588860468637,6.333333492279053,27.799999237060547
2061-2080_rcp45_CNRM-CM5,55,714.665771484375,437.09722900390625,5.5,3.1705550585212086,6.066666603088379,27.600000381469727
2061-2080_rcp45_CNRM-CM5,56,711.74169921875,428.9327697753906,5.099999904632568,3.1720188094245563,5.666666507720947,27.25
2061-2080_rcp45_CNRM-CM5,57,733.460205078125,416.60992431640625,5.300000190734863,3.1556396337597765,5.833333492279053,27.5
2061-2080_rcp45_CNRM-CM5,58,762.14874267578125,400.5716552734375,5.599999904632568,3.113943352306837,6.166666507720947,27.899999618530273
2061-2080_rcp45_CNRM-CM5,59,802.9244384765625,383.8147277832031,6.199999809265137,3.0549958615291417,6.766666889190674,28.600000381469727
2061-2080_rcp45_CNRM-CM5,60,819.59271240234375,380.8450622558594,6.5,3.0145205387579237,7.099999904632568,29
2061-2080_rcp45_CNRM-CM5,61,730.42144775390625,437.00543212890625,6.300000190734863,3.1414497734004674,6.866666793823242,28.200000762939453
2061-2080_rcp45_CNRM-CM5,62,728.2833251953125,433.6961364746094,6.099999904632568,3.143327129992046,6.666666507720947,28
2061-2080_rcp45_CNRM-CM5,63,731.93109130859375,434.4992370605469,6.099999904632568,3.1455071714096627,6.666666507720947,28.100000381469727
2061-2080_rcp45_CNRM-CM5,64,731.63330078125,430.9183349609375,5.900000095367432,3.14674801363064,6.4666666984558105,28
2061-2080_rcp45_CNRM-CM5,65,736.18353271484375,425.4848327636719,5.800000190734863,3.1464381352857744,6.333333492279053,27.899999618530273
2061-2080_rcp45_CNRM-CM5,66,741.1644287109375,417.34893798828125,5.599999904632568,3.1420764610732848,6.166666507720947,27.799999237060547
2061-2080_rcp45_CNRM-CM5,67,746.5277099609375,408.0393371582031,5.400000095367432,3.130333768495006,5.9666666984558105,27.649999618530273
2061-2080_rcp45_CNRM-CM5,68,771.6910400390625,398.3128662109375,5.800000190734863,3.09795107099415,6.333333492279053,28.100000381469727
2061-2080_rcp45_CNRM-CM5,69,793.45062255859375,390.55645751953125,6.099999904632568,3.060320028688285,6.666666507720947,28.5
2061-2080_rcp45_CNRM-CM5,70,727.9708251953125,434.0609130859375,6.300000190734863,3.1451964061141817,6.866666793823242,28.100000381469727
2061-2080_rcp45_CNRM-CM5,71,746.62835693359375,426.8980407714844,6.5,3.125806458139527,7.066666603088379,28.399999618530273
2061-2080_rcp45_CNRM-CM5,72,756.56353759765625,418.2209167480469,6.400000095367432,3.1065308538223815,7,28.399999618530273
2061-2080_rcp45_CNRM-CM5,73,761.656982421875,412.4325866699219,6.300000190734863,3.095169351431755,6.900000095367432,28.350000381469727
2061-2080_rcp45_CNRM-CM5,74,769.44500732421875,410.91094970703125,6.400000095367432,3.089551882886454,6.9666666984558105,28.5
2061-2080_rcp45_CNRM-CM5,75,767.33544921875,411.50164794921875,6.300000190734863,3.0941215958405612,6.833333492279053,28.399999618530273
2061-2080_rcp45_CNRM-CM5,76,762.10748291015625,414.4696350097656,6.099999904632568,3.1075491297446862,6.633333206176758,28.299999237060547
2061-2080_rcp45_CNRM-CM5,77,748.43914794921875,423.47442626953125,6.599999904632568,3.118595365223762,7.166666507720947,28.399999618530273
2061-2080_rcp45_CNRM-CM5,78,770.26513671875,411.38848876953125,6.699999809265137,3.084933574936716,7.266666889190674,28.600000381469727
2061-2080_rcp45_CNRM-CM5,79,776.9212646484375,405.6278076171875,6.699999809265137,3.0637085593914173,7.233333110809326,28.600000381469727
2061-2080_rcp45_CNRM-CM5,80,780.91827392578125,403.1429443359375,6.599999904632568,3.052693941924968,7.166666507720947,28.649999618530273
2061-2080_rcp45_CNRM-CM5,81,777.489990234375,407.3598327636719,6.599999904632568,3.0549958615291417,7.133333206176758,28.649999618530273
2061-2080_rcp45_CNRM-CM5,82,755.35986328125,418.47357177734375,6.599999904632568,3.110589710299249,7.133333206176758,28.350000381469727
2061-2080_rcp45_CNRM-CM5,83,754.36181640625,414.435791015625,6.300000190734863,3.09725730969342,6.866666793823242,28.200000762939453
2061-2080_rcp45_CNRM-CM5,84,733.022216796875,425.6888732910156,6.300000190734863,3.132579847659737,6.833333492279053,27.950000762939453
2061-2080_rcp45_HadGEM2-ES,1,853.56353759765625,399.49224853515625,7.199999809265137,2.975431808509263,7.566666603088379,30.100000381469727
2061-2080_rcp45_HadGEM2-ES,2,784.21258544921875,433.11199951171875,6.400000095367432,3.073351702386901,6.766666889190674,29.100000381469727
2061-2080_rcp45_HadGEM2-ES,3,818.98199462890625,412.0991516113281,6.800000190734863,3.0236639181977933,7.166666507720947,29.549999237060547
2061-2080_rcp45_HadGEM2-ES,4,848.13140869140625,397.8507995605469,7,2.9827233876685453,7.433333396911621,29.899999618530273
2061-2080_rcp45_HadGEM2-ES,5,767.38037109375,454.1264953613281,6.800000190734863,3.09725730969342,7.133333206176758,29.299999237060547
2061-2080_rcp45_HadGEM2-ES,6,762.30023193359375,452.09515380859375,6.5,3.103461622094705,6.866666793823242,29.049999237060547
2061-2080_rcp45_HadGEM2-ES,7,780.000244140625,439.0094299316406,6.5,3.0824263008607717,6.866666793823242,29.149999618530273
2061-2080_rcp45_HadGEM2-ES,8,812.80609130859375,418.1700134277344,6.699999809265137,3.0354297381845483,7.099999904632568,29.5
2061-2080_rcp45_HadGEM2-ES,9,841.8284912109375,403.4561462402344,7.099999904632568,2.9907826918031377,7.4666666984558105,29.899999618530273
2061-2080_rcp45_HadGEM2-ES,10,844.991455078125,393.69769287109375,6.800000190734863,2.971739590887778,7.166666507720947,29.700000762939453
2061-2080_rcp45_HadGEM2-ES,11,806.72589111328125,430.84088134765625,7.599999904632568,3.0350292822023683,7.9666666984558105,29.899999618530273
2061-2080_rcp45_HadGEM2-ES,12,797.94757080078125,440.8619689941406,7.5,3.0472748673841794,7.866666793823242,29.850000381469727
2061-2080_rcp45_HadGEM2-ES,13,784.68756103515625,451.0579833984375,7.300000190734863,3.065206128054312,7.666666507720947,29.700000762939453
2061-2080_rcp45_HadGEM2-ES,14,778.1636962890625,452.6910400390625,7,3.0773679052841563,7.400000095367432,29.549999237060547
2061-2080_rcp45_HadGEM2-ES,15,778.12353515625,447.8561096191406,6.800000190734863,3.0773679052841563,7.166666507720947,29.399999618530273
2061-2080_rcp45_HadGEM2-ES,16,800.27044677734375,431.0350341796875,6.900000095367432,3.0492180226701815,7.266666889190674,29.5
2061-2080_rcp45_HadGEM2-ES,17,827.6322021484375,413.03515625,7,3.0086001717619175,7.366666793823242,29.75
2061-2080_rcp45_HadGEM2-ES,18,838.6551513671875,403.1437072753906,7,2.9836262871245345,7.433333396911621,29.850000381469727
2061-2080_rcp45_HadGEM2-ES,19,840.67352294921875,402.8672790527344,6.900000095367432,2.979092900638326,7.333333492279053,29.799999237060547
2061-2080_rcp45_HadGEM2-ES,20,804.45330810546875,422.083984375,7.400000095367432,3.0354297381845483,7.766666889190674,29.549999237060547
2061-2080_rcp45_HadGEM2-ES,21,798.76751708984375,432.21466064453125,7.400000095367432,3.040602340114073,7.800000190734863,29.649999618530273
2061-2080_rcp45_HadGEM2-ES,22,788.75457763671875,439.6748046875,7.300000190734863,3.04766419460156,7.633333206176758,29.549999237060547
2061-2080_rcp45_HadGEM2-ES,23,776.95794677734375,449.2004699707031,7.099999904632568,3.062581984228163,7.4666666984558105,29.450000762939453
2061-2080_rcp45_HadGEM2-ES,24,763.50299072265625,455.0466613769531,6.800000190734863,3.080987046910887,7.166666507720947,29.200000762939453
2061-2080_rcp45_HadGEM2-ES,25,753.08062744140625,451.2487487792969,6.300000190734863,3.0948203803548,6.666666507720947,28.75
2061-2080_rcp45_HadGEM2-ES,26,754.220458984375,442.3245849609375,6,3.0884904701823963,6.333333492279053,28.5
2061-2080_rcp45_HadGEM2-ES,27,792.0111083984375,427.127685546875,6.5,3.053462604925455,6.866666793823242,29.100000381469727
2061-2080_rcp45_HadGEM2-ES,28,817.82940673828125,410.6361389160156,6.699999809265137,3.012837224705172,7.066666603088379,29.399999618530273
2061-2080_rcp45_HadGEM2-ES,29,832.69378662109375,406.2756652832031,6.900000095367432,2.99563519459755,7.266666889190674,29.700000762939453
2061-2080_rcp45_HadGEM2-ES,30,797.496337890625,429.14404296875,7.400000095367432,3.044539760392411,7.766666889190674,29.549999237060547
2061-2080_rcp45_HadGEM2-ES,31,787.30926513671875,440.9713134765625,7.300000190734863,3.0546130545568877,7.666666507720947,29.549999237060547
2061-2080_rcp45_HadGEM2-ES,32,772.78857421875,449.11151123046875,7.099999904632568,3.070037866607755,7.433333396911621,29.350000381469727
2061-2080_rcp45_HadGEM2-ES,33,761.03533935546875,454.1007080078125,6.800000190734863,3.089905111439398,7.133333206176758,29.100000381469727
2061-2080_rcp45_HadGEM2-ES,34,752.20947265625,454.9644775390625,6.5,3.1089031276673134,6.833333492279053,28.850000381469727
2061-2080_rcp45_HadGEM2-ES,35,748.88641357421875,448.6766052246094,6.099999904632568,3.113943352306837,6.4666666984558105,28.549999237060547
2061-2080_rcp45_HadGEM2-ES,36,766.55596923828125,437.8236083984375,6.199999809265137,3.094471128641645,6.566666603088379,28.700000762939453
2061-2080_rcp45_HadGEM2-ES,37,797.64385986328125,418.36895751953125,6.400000095367432,3.0519239160461065,6.766666889190674,29.049999237060547
2061-2080_rcp45_HadGEM2-ES,38,824.53485107421875,404.6958312988281,6.699999809265137,3.0111473607757975,7.066666603088379,29.399999618530273
2061-2080_rcp45_HadGEM2-ES,39,828.683349609375,405.091552734375,6.699999809265137,2.998259338423699,7.133333206176758,29.549999237060547
