species,cell,scenario,delta
Arbutus menziesii,9,2061-2080_rcp45_HadGEM2-ES,-0.24139684438705444
Arbutus menziesii,10,2061-2080_rcp45_HadGEM2-ES,-0.12079596519470215
Arbutus menziesii,11,2061-2080_rcp45_HadGEM2-ES,-0.16483163833618164
Arbutus menziesii,12,2061-2080_rcp45_HadGEM2-ES,-0.2965005040168762
Arbutus menziesii,13,2061-2080_rcp45_HadGEM2-ES,-0.5387708842754364
Arbutus menziesii,14,2061-2080_rcp45_HadGEM2-ES,-0.4609861969947815
Arbutus menziesii,15,2061-2080_rcp45_HadGEM2-ES,-0.4732516407966614
Arbutus menziesii,16,2061-2080_rcp45_HadGEM2-ES,-0.35880959033966064
Arbutus menziesii,17,2061-2080_rcp45_HadGEM2-ES,-0.3134217858314514
Arbutus menziesii,18,2061-2080_rcp45_HadGEM2-ES,-0.25676578283309937
Arbutus menziesii,19,2061-2080_rcp45_HadGEM2-ES,-0.20151638984680176
Arbutus menziesii,1,2061-2080_rcp45_MIROC5,-0.34296751022338867
Arbutus menziesii,2,2061-2080_rcp45_MIROC5,-0.25455641746520996
Arbutus menziesii,3,2061-2080_rcp45_MIROC5,-0.2408679723739624
Arbutus menziesii,4,2061-2080_rcp45_MIROC5,-0.19461607933044434
Arbutus menziesii,5,2061-2080_rcp45_MIROC5,-0.14238238334655762
Arbutus menziesii,6,2061-2080_rcp45_MIROC5,-0.14877867698669434
Arbutus menziesii,7,2061-2080_rcp45_MIROC5,-0.18458616733551025
Arbutus menziesii,8,2061-2080_rcp45_MIROC5,-0.2910340428352356
Arbutus menziesii,9,2061-2080_rcp45_MIROC5,-0.14448171854019165
Arbutus menziesii,10,2061-2080_rcp45_MIROC5,-0.14901870489120483
Arbutus menziesii,11,2061-2080_rcp45_MIROC5,-0.15309566259384155
Arbutus menziesii,12,2061-2080_rcp45_MIROC5,-0.19061321020126343
Arbutus menziesii,13,2061-2080_rcp45_MIROC5,-0.20463323593139648
Arbutus menziesii,14,2061-2080_rcp45_MIROC5,-0.18937718868255615
Arbutus menziesii,15,2061-2080_rcp45_MIROC5,-0.19295662641525269
Arbutus menziesii,16,2061-2080_rcp45_MIROC5,-0.17526310682296753
Arbutus menziesii,17,2061-2080_rcp45_MIROC5,-0.16795748472213745
Arbutus menziesii,18,2061-2080_rcp45_MIROC5,-0.1716616153717041
Arbutus menziesii,19,2061-2080_rcp45_MIROC5,-0.16730600595474243
Arbutus menziesii,1,2061-2080_rcp85_CanESM2,-0.8188351802527905
Arbutus menziesii,2,2061-2080_rcp85_CanESM2,-0.811906486749649
Arbutus menziesii,3,2061-2080_rcp85_CanESM2,-0.8170153275132179
Arbutus menziesii,4,2061-2080_rcp85_CanESM2,-0.7915828451514244
Arbutus menziesii,5,2061-2080_rcp85_CanESM2,-0.6540273129940033
Arbutus menziesii,6,2061-2080_rcp85_CanESM2,-0.5807863175868988
Arbutus menziesii,7,2061-2080_rcp85_CanESM2,-0.6811410486698151
Arbutus menziesii,8,2061-2080_rcp85_CanESM2,-0.75355089828372
Arbutus menziesii,9,2061-2080_rcp85_CanESM2,-0.649707481265068
Arbutus menziesii,10,2061-2080_rcp85_CanESM2,-0.48988011479377747
Arbutus menziesii,11,2061-2080_rcp85_CanESM2,-0.5402664244174957
Arbutus menziesii,12,2061-2080_rcp85_CanESM2,-0.6617807000875473
Arbutus menziesii,13,2061-2080_rcp85_CanESM2,-0.81438048183918
Arbutus menziesii,14,2061-2080_rcp85_CanESM2,-0.7922656089067459
Arbutus menziesii,15,2061-2080_rcp85_CanESM2,-0.7910038381814957
Arbutus menziesii,16,2061-2080_rcp85_CanESM2,-0.7540950104594231
Arbutus menziesii,17,2061-2080_rcp85_CanESM2,-0.7081137597560883
Arbutus menziesii,18,2061-2080_rcp85_CanESM2,-0.6789181083440781
Arbutus menziesii,19,2061-2080_rcp85_CanESM2,-0.5869041681289673
Arbutus menziesii,1,2061-2080_rcp85_CNRM-CM5,-0.8076478056609631
Arbutus menziesii,2,2061-2080_rcp85_CNRM-CM5,-0.7978666797280312
Arbutus menziesii,3,2061-2080_rcp85_CNRM-CM5,-0.7919464856386185
Arbutus menziesii,4,2061-2080_rcp85_CNRM-CM5,-0.7469380050897598
Arbutus menziesii,5,2061-2080_rcp85_CNRM-CM5,-0.5880777835845947
Arbutus menziesii,6,2061-2080_rcp85_CNRM-CM5,-0.5215595066547394
Arbutus menziesii,7,2061-2080_rcp85_CNRM-CM5,-0.6511039137840271
Arbutus menziesii,8,2061-2080_rcp85_CNRM-CM5,-0.7430443689227104
Arbutus menziesii,9,2061-2080_rcp85_CNRM-CM5,-0.5459567010402679
Arbutus menziesii,10,2061-2080_rcp85_CNRM-CM5,-0.39323344826698303
Arbutus menziesii,11,2061-2080_rcp85_CNRM-CM5,-0.4922693967819214
Arbutus menziesii,12,2061-2080_rcp85_CNRM-CM5,-0.6351555436849594
Arbutus menziesii,13,2061-2080_rcp85_CNRM-CM5,-0.7775667607784271
Arbutus menziesii,14,2061-2080_rcp85_CNRM-CM5,-0.745051696896553
Arbutus menziesii,15,2061-2080_rcp85_CNRM-CM5,-0.7615219578146935
Arbutus menziesii,16,2061-2080_rcp85_CNRM-CM5,-0.7019113302230835
Arbutus menziesii,17,2061-2080_rcp85_CNRM-CM5,-0.6743808537721634
Arbutus menziesii,18,2061-2080_rcp85_CNRM-CM5,-0.6185998916625977
Arbutus menziesii,19,2061-2080_rcp85_CNRM-CM5,-0.5403817296028137
Arbutus menziesii,1,2061-2080_rcp85_HadGEM2-ES,-0.8296460192650557
Arbutus menziesii,2,2061-2080_rcp85_HadGEM2-ES,-0.8280420638620853
Arbutus menziesii,3,2061-2080_rcp85_HadGEM2-ES,-0.8285268619656563
Arbutus menziesii,4,2061-2080_rcp85_HadGEM2-ES,-0.8092250600457191
Arbutus menziesii,5,2061-2080_rcp85_HadGEM2-ES,-0.7054205983877182
Arbutus menziesii,6,2061-2080_rcp85_HadGEM2-ES,-0.6450121998786926
Arbutus menziesii,7,2061-2080_rcp85_HadGEM2-ES,-0.7386298626661301
Arbutus menziesii,8,2061-2080_rcp85_HadGEM2-ES,-0.7784074060618877
Arbutus menziesii,9,2061-2080_rcp85_HadGEM2-ES,-0.6780945062637329
Arbutus menziesii,10,2061-2080_rcp85_HadGEM2-ES,-0.5282496809959412
Arbutus menziesii,11,2061-2080_rcp85_HadGEM2-ES,-0.6224735230207443
Arbutus menziesii,12,2061-2080_rcp85_HadGEM2-ES,-0.7318517938256264
Arbutus menziesii,13,2061-2080_rcp85_HadGEM2-ES,-0.8258880190551281
Arbutus menziesii,14,2061-2080_rcp85_HadGEM2-ES,-0.8062852099537849
Arbutus menziesii,15,2061-2080_rcp85_HadGEM2-ES,-0.8136022984981537
Arbutus menziesii,16,2061-2080_rcp85_HadGEM2-ES,-0.7759079709649086
Arbutus menziesii,17,2061-2080_rcp85_HadGEM2-ES,-0.7546725198626518
Arbutus menziesii,18,2061-2080_rcp85_HadGEM2-ES,-0.7186935544013977
Arbutus menziesii,19,2061-2080_rcp85_HadGEM2-ES,-0.6740275174379349
Arbutus menziesii,1,2061-2080_rcp85_MIROC5,-0.7341075018048286
Arbutus menziesii,2,2061-2080_rcp85_MIROC5,-0.6525143384933472
Arbutus menziesii,3,2061-2080_rcp85_MIROC5,-0.6197885274887085
Arbutus menziesii,4,2061-2080_rcp85_MIROC5,-0.5059019327163696
Arbutus menziesii,5,2061-2080_rcp85_MIROC5,-0.313093364238739
Arbutus menziesii,6,2061-2080_rcp85_MIROC5,-0.24905145168304443
Arbutus menziesii,7,2061-2080_rcp85_MIROC5,-0.40769076347351074
Arbutus menziesii,8,2061-2080_rcp85_MIROC5,-0.6175865828990936
Arbutus menziesii,9,2061-2080_rcp85_MIROC5,-0.2778071165084839
Arbutus menziesii,10,2061-2080_rcp85_MIROC5,-0.19657379388809204
Arbutus menziesii,11,2061-2080_rcp85_MIROC5,-0.2607561945915222
Arbutus menziesii,12,2061-2080_rcp85_MIROC5,-0.40907278656959534
Arbutus menziesii,13,2061-2080_rcp85_MIROC5,-0.5578052997589111
Arbutus menziesii,14,2061-2080_rcp85_MIROC5,-0.4936872124671936
Arbutus menziesii,15,2061-2080_rcp85_MIROC5,-0.5096560716629028
Arbutus menziesii,16,2061-2080_rcp85_MIROC5,-0.43029195070266724
Arbutus menziesii,17,2061-2080_rcp85_MIROC5,-0.3944108188152313
Arbutus menziesii,18,2061-2080_rcp85_MIROC5,-0.35482776165008545
Arbutus menziesii,19,2061-2080_rcp85_MIROC5,-0.3056381344795227
Pseudotsuga menziesii,1,2061-2080_rcp45_CanESM2,-0.3364114882424474
Pseudotsuga menziesii,2,2061-2080_rcp45_CanESM2,-0.3370239771902561
Pseudotsuga menziesii,3,2061-2080_rcp45_CanESM2,-0.3496563285589218
Pseudotsuga menziesii,4,2061-2080_rcp45_CanESM2,-0.3163495659828186
Pseudotsuga menziesii,5,2061-2080_rcp45_CanESM2,-0.15655630826950073
Pseudotsuga menziesii,6,2061-2080_rcp45_CanESM2,-0.10232102870941162
Pseudotsuga menziesii,7,2061-2080_rcp45_CanESM2,-0.14265373349189758
Pseudotsuga menziesii,8,2061-2080_rcp45_CanESM2,-0.13910114578902721
Pseudotsuga menziesii,9,2061-2080_rcp45_CanESM2,-0.15870507061481476
Pseudotsuga menziesii,10,2061-2080_rcp45_CanESM2,-0.05277293920516968
Pseudotsuga menziesii,11,2061-2080_rcp45_CanESM2,-0.06838470697402954
Pseudotsuga menziesii,12,2061-2080_rcp45_CanESM2,-0.10803043842315674
Pseudotsuga menziesii,13,2061-2080_rcp45_CanESM2,-0.35167396068573
Pseudotsuga menziesii,14,2061-2080_rcp45_CanESM2,-0.3082117587327957
Pseudotsuga menziesii,15,2061-2080_rcp45_CanESM2,-0.29724249988794327
Pseudotsuga menziesii,16,2061-2080_rcp45_CanESM2,-0.2421598955988884
Pseudotsuga menziesii,17,2061-2080_rcp45_CanESM2,-0.16954940557479858
Pseudotsuga menziesii,18,2061-2080_rcp45_CanESM2,-0.1477670669555664
Pseudotsuga menziesii,19,2061-2080_rcp45_CanESM2,-0.08293473720550537
Pseudotsuga menziesii,1,2061-2080_rcp45_CNRM-CM5,-0.29465243220329285
Pseudotsuga menziesii,2,2061-2080_rcp45_CNRM-CM5,-0.25240033864974976
Pseudotsuga menziesii,3,2061-2080_rcp45_CNRM-CM5,-0.25785864144563675
Pseudotsuga menziesii,4,2061-2080_rcp45_CNRM-CM5,-0.18932397663593292
Pseudotsuga menziesii,5,2061-2080_rcp45_CNRM-CM5,-0.0691259503364563
Pseudotsuga menziesii,6,2061-2080_rcp45_CNRM-CM5,-0.048841238021850586
Pseudotsuga menziesii,7,2061-2080_rcp45_CNRM-CM5,-0.07334616780281067
Pseudotsuga menziesii,8,2061-2080_rcp45_CNRM-CM5,-0.09541155397891998
Pseudotsuga menziesii,9,2061-2080_rcp45_CNRM-CM5,-0.06620660424232483
Pseudotsuga menziesii,10,2061-2080_rcp45_CNRM-CM5,-0.04354849457740784
Pseudotsuga menziesii,11,2061-2080_rcp45_CNRM-CM5,-0.049084216356277466
Pseudotsuga menziesii,12,2061-2080_rcp45_CNRM-CM5,-0.06426665186882019
Pseudotsuga menziesii,13,2061-2080_rcp45_CNRM-CM5,-0.23874148726463318
Pseudotsuga menziesii,14,2061-2080_rcp45_CNRM-CM5,-0.1812959760427475
Pseudotsuga menziesii,15,2061-2080_rcp45_CNRM-CM5,-0.17542679607868195
Pseudotsuga menziesii,16,2061-2080_rcp45_CNRM-CM5,-0.12541869282722473
Pseudotsuga menziesii,17,2061-2080_rcp45_CNRM-CM5,-0.09365437924861908
Pseudotsuga menziesii,18,2061-2080_rcp45_CNRM-CM5,-0.07210133969783783
Pseudotsuga menziesii,19,2061-2080_rcp45_CNRM-CM5,-0.05173678696155548
Pseudotsuga menziesii,1,2061-2080_rcp45_HadGEM2-ES,-0.3329366985708475
Pseudotsuga menziesii,2,2061-2080_rcp45_HadGEM2-ES,-0.3262467794120312
Pseudotsuga menziesii,3,2061-2080_rcp45_HadGEM2-ES,-0.33901527151465416
Pseudotsuga menziesii,4,2061-2080_rcp45_HadGEM2-ES,-0.3001379370689392
Pseudotsuga menziesii,5,2061-2080_rcp45_HadGEM2-ES,-0.16328006982803345
Pseudotsuga menziesii,6,2061-2080_rcp45_HadGEM2-ES,-0.12466278672218323
Pseudotsuga menziesii,7,2061-2080_rcp45_HadGEM2-ES,-0.15033826977014542
Pseudotsuga menziesii,8,2061-2080_rcp45_HadGEM2-ES,-0.13935568928718567
Pseudotsuga menziesii,9,2061-2080_rcp45_HadGEM2-ES,-0.1715357005596161
Pseudotsuga menziesii,10,2061-2080_rcp45_HadGEM2-ES,-0.09691762924194336
Pseudotsuga menziesii,11,2061-2080_rcp45_HadGEM2-ES,-0.1045389473438263
Pseudotsuga menziesii,12,2061-2080_rcp45_HadGEM2-ES,-0.12448714673519135
Pseudotsuga menziesii,13,2061-2080_rcp45_HadGEM2-ES,-0.3365107588469982
Pseudotsuga menziesii,14,2061-2080_rcp45_HadGEM2-ES,-0.29339396953582764
Pseudotsuga menziesii,15,2061-2080_rcp45_HadGEM2-ES,-0.2864340469241142
Pseudotsuga menziesii,16,2061-2080_rcp45_HadGEM2-ES,-0.2195059359073639
Pseudotsuga menziesii,17,2061-2080_rcp45_HadGEM2-ES,-0.1777350902557373
Pseudotsuga menziesii,18,2061-2080_rcp45_HadGEM2-ES,-0.14369456470012665
Pseudotsuga menziesii,19,2061-2080_rcp45_HadGEM2-ES,-0.10710044205188751
Pseudotsuga menziesii,1,2061-2080_rcp45_MIROC5,-0.27836108952760696
Pseudotsuga menziesii,2,2061-2080_rcp45_MIROC5,-0.2674808129668236
Pseudotsuga menziesii,3,2061-2080_rcp45_MIROC5,-0.27182234078645706
Pseudotsuga menziesii,4,2061-2080_rcp45_MIROC5,-0.2640550285577774
Pseudotsuga menziesii,5,2061-2080_rcp45_MIROC5,-0.24691833555698395
Pseudotsuga menziesii,6,2061-2080_rcp45_MIROC5,-0.2434995323419571
Pseudotsuga menziesii,7,2061-2080_rcp45_MIROC5,-0.19278555363416672
Pseudotsuga menziesii,8,2061-2080_rcp45_MIROC5,-0.13434309512376785
Pseudotsuga menziesii,9,2061-2080_rcp45_MIROC5,-0.25988714396953583
Pseudotsuga menziesii,10,2061-2080_rcp45_MIROC5,-0.26081690192222595
Pseudotsuga menziesii,11,2061-2080_rcp45_MIROC5,-0.2139841839671135
Pseudotsuga menziesii,12,2061-2080_rcp45_MIROC5,-0.16186953708529472
Pseudotsuga menziesii,13,2061-2080_rcp45_MIROC5,-0.27029240876436234
Pseudotsuga menziesii,14,2061-2080_rcp45_MIROC5,-0.2621939331293106
Pseudotsuga menziesii,15,2061-2080_rcp45_MIROC5,-0.25328709930181503
Pseudotsuga menziesii,16,2061-2080_rcp45_MIROC5,-0.24324491620063782
Pseudotsuga menziesii,17,2061-2080_rcp45_MIROC5,-0.2178322747349739
Pseudotsuga menziesii,18,2061-2080_rcp45_MIROC5,-0.21014181524515152
Pseudotsuga menziesii,19,2061-2080_rcp45_MIROC5,-0.18779312819242477
Pseudotsuga menziesii,1,2061-2080_rcp85_CanESM2,-0.34175954938473296
Pseudotsuga menziesii,2,2061-2080_rcp85_CanESM2,-0.35795924603007734
Pseudotsuga menziesii,3,2061-2080_rcp85_CanESM2,-0.3721711539255921
Pseudotsuga menziesii,4,2061-2080_rcp85_CanESM2,-0.3795133960666135
Pseudotsuga menziesii,5,2061-2080_rcp85_CanESM2,-0.34929995983839035
Pseudotsuga menziesii,6,2061-2080_rcp85_CanESM2,-0.30527159199118614
Pseudotsuga menziesii,7,2061-2080_rcp85_CanESM2,-0.24999413173645735
Pseudotsuga menziesii,8,2061-2080_rcp85_CanESM2,-0.16261232289252803
Pseudotsuga menziesii,9,2061-2080_rcp85_CanESM2,-0.36138971894979477
Pseudotsuga menziesii,10,2061-2080_rcp85_CanESM2,-0.2891855686903
Pseudotsuga menziesii,11,2061-2080_rcp85_CanESM2,-0.2525368146598339
Pseudotsuga menziesii,12,2061-2080_rcp85_CanESM2,-0.20085926353931427
Pseudotsuga menziesii,13,2061-2080_rcp85_CanESM2,-0.38983384566381574
Pseudotsuga menziesii,14,2061-2080_rcp85_CanESM2,-0.3765043606981635
Pseudotsuga menziesii,15,2061-2080_rcp85_CanESM2,-0.36264724598731846
Pseudotsuga menziesii,16,2061-2080_rcp85_CanESM2,-0.34301555482670665
Pseudotsuga menziesii,17,2061-2080_rcp85_CanESM2,-0.3028336763381958
Pseudotsuga menziesii,18,2061-2080_rcp85_CanESM2,-0.2759838914498687
Pseudotsuga menziesii,19,2061-2080_rcp85_CanESM2,-0.22607238963246346
Pseudotsuga menziesii,1,2061-2080_rcp85_CNRM-CM5,-0.3417301200715883
Pseudotsuga menziesii,2,2061-2080_rcp85_CNRM-CM5,-0.35794207846629433
Pseudotsuga menziesii,3,2061-2080_rcp85_CNRM-CM5,-0.3719443292648066
Pseudotsuga menziesii,4,2061-2080_rcp85_CNRM-CM5,-0.37850085529498756
Pseudotsuga menziesii,5,2061-2080_rcp85_CNRM-CM5,-0.35360173508524895
Pseudotsuga menziesii,6,2061-2080_rcp85_CNRM-CM5,-0.3181728720664978
Pseudotsuga menziesii,7,2061-2080_rcp85_CNRM-CM5,-0.25205953139811754
Pseudotsuga menziesii,8,2061-2080_rcp85_CNRM-CM5,-0.16264229209627956
Pseudotsuga menziesii,9,2061-2080_rcp85_CNRM-CM5,-0.35747919976711273
Pseudotsuga menziesii,10,2061-2080_rcp85_CNRM-CM5,-0.3048640638589859
Pseudotsuga menziesii,11,2061-2080_rcp85_CNRM-CM5,-0.26662129536271095
Pseudotsuga menziesii,12,2061-2080_rcp85_CNRM-CM5,-0.2032940979115665
Pseudotsuga menziesii,13,2061-2080_rcp85_CNRM-CM5,-0.3893479087855667
Pseudotsuga menziesii,14,2061-2080_rcp85_CNRM-CM5,-0.3754920004867017
Pseudotsuga menziesii,15,2061-2080_rcp85_CNRM-CM5,-0.36264392733573914
Pseudotsuga menziesii,16,2061-2080_rcp85_CNRM-CM5,-0.3417641813866794
Pseudotsuga menziesii,17,2061-2080_rcp85_CNRM-CM5,-0.3049107827246189
Pseudotsuga menziesii,18,2061-2080_rcp85_CNRM-CM5,-0.27536223735660315
Pseudotsuga menziesii,19,2061-2080_rcp85_CNRM-CM5,-0.23266327567398548
Pseudotsuga menziesii,1,2061-2080_rcp85_HadGEM2-ES,-0.34177596769904994
Pseudotsuga menziesii,2,2061-2080_rcp85_HadGEM2-ES,-0.358115832459589
Pseudotsuga menziesii,3,2061-2080_rcp85_HadGEM2-ES,-0.37227030165377073
Pseudotsuga menziesii,4,2061-2080_rcp85_HadGEM2-ES,-0.38018461083993316
Pseudotsuga menziesii,5,2061-2080_rcp85_HadGEM2-ES,-0.36415453162044287
Pseudotsuga menziesii,6,2061-2080_rcp85_HadGEM2-ES,-0.33095412142574787
Pseudotsuga menziesii,7,2061-2080_rcp85_HadGEM2-ES,-0.2565885067451745
Pseudotsuga menziesii,8,2061-2080_rcp85_HadGEM2-ES,-0.16305941448081285
Pseudotsuga menziesii,9,2061-2080_rcp85_HadGEM2-ES,-0.37175961397588253
Pseudotsuga menziesii,10,2061-2080_rcp85_HadGEM2-ES,-0.321590106934309
Pseudotsuga menziesii,11,2061-2080_rcp85_HadGEM2-ES,-0.27963998168706894
Pseudotsuga menziesii,12,2061-2080_rcp85_HadGEM2-ES,-0.20759820356033742
Pseudotsuga menziesii,13,2061-2080_rcp85_HadGEM2-ES,-0.3900411677896045
Pseudotsuga menziesii,14,2061-2080_rcp85_HadGEM2-ES,-0.3771550956880674
Pseudotsuga menziesii,15,2061-2080_rcp85_HadGEM2-ES,-0.3636579481535591
Pseudotsuga menziesii,16,2061-2080_rcp85_HadGEM2-ES,-0.34497564332559705
Pseudotsuga menziesii,17,2061-2080_rcp85_HadGEM2-ES,-0.3090034364722669
Pseudotsuga menziesii,18,2061-2080_rcp85_HadGEM2-ES,-0.28193017514422536
Pseudotsuga menziesii,19,2061-2080_rcp85_HadGEM2-ES,-0.24343865644186735
Pseudotsuga menziesii,1,2061-2080_rcp85_MIROC5,-0.33730612555518746
Pseudotsuga menziesii,2,2061-2080_rcp85_MIROC5,-0.3435781802982092
Pseudotsuga menziesii,3,2061-2080_rcp85_MIROC5,-0.35238127782940865
Pseudotsuga menziesii,4,2061-2080_rcp85_MIROC5,-0.3390180207788944
Pseudotsuga menziesii,5,2061-2080_rcp85_MIROC5,-0.2893964350223541
Pseudotsuga menziesii,6,2061-2080_rcp85_MIROC5,-0.26203666627407074
Pseudotsuga menziesii,7,2061-2080_rcp85_MIROC5,-0.22057859599590302
Pseudotsuga menziesii,8,2061-2080_rcp85_MIROC5,-0.15447487030178308
Pseudotsuga menziesii,9,2061-2080_rcp85_MIROC5,-0.28916363418102264
Pseudotsuga menziesii,10,2061-2080_rcp85_MIROC5,-0.26594794541597366
Pseudotsuga menziesii,11,2061-2080_rcp85_MIROC5,-0.23138479888439178
Pseudotsuga menziesii,12,2061-2080_rcp85_MIROC5,-0.18177958950400352
Pseudotsuga menziesii,13,2061-2080_rcp85_MIROC5,-0.3588015176355839
Pseudotsuga menziesii,14,2061-2080_rcp85_MIROC5,-0.33484353870153427
Pseudotsuga menziesii,15,2061-2080_rcp85_MIROC5,-0.3256087005138397
Pseudotsuga menziesii,16,2061-2080_rcp85_MIROC5,-0.29486682638525963
Pseudotsuga menziesii,17,2061-2080_rcp85_MIROC5,-0.25894229859113693
Pseudotsuga menziesii,18,2061-2080_rcp85_MIROC5,-0.2359214574098587
Pseudotsuga menziesii,19,2061-2080_rcp85_MIROC5,-0.20295540615916252
Notholithocarpus densiflorus,1,2061-2080_rcp45_CanESM2,-0.2495274543762207
Notholithocarpus densiflorus,2,2061-2080_rcp45_CanESM2,-0.21760928630828857
Notholithocarpus densiflorus,3,2061-2080_rcp45_CanESM2,-0.19776159524917603
Notholithocarpus densiflorus,4,2061-2080_rcp45_CanESM2,-0.1520715355873108
Notholithocarpus densiflorus,5,2061-2080_rcp45_CanESM2,-0.03245270252227783
Notholithocarpus densiflorus,6,2061-2080_rcp45_CanESM2,0.006225943565368652
Notholithocarpus densiflorus,7,2061-2080_rcp45_CanESM2,-0.07298344373703003
Notholithocarpus densiflorus,8,2061-2080_rcp45_CanESM2,-0.24489367008209229
Notholithocarpus densiflorus,9,2061-2080_rcp45_CanESM2,-0.025308072566986084
Notholithocarpus densiflorus,10,2061-2080_rcp45_CanESM2,0.0481182336807251
Notholithocarpus densiflorus,11,2061-2080_rcp45_CanESM2,0.03577500581741333
Notholithocarpus densiflorus,12,2061-2080_rcp45_CanESM2,-0.046162545680999756
Notholithocarpus densiflorus,13,2061-2080_rcp45_CanESM2,-0.13966995477676392
Notholithocarpus densiflorus,14,2061-2080_rcp45_CanESM2,-0.11638998985290527
Notholithocarpus densiflorus,15,2061-2080_rcp45_CanESM2,-0.12735992670059204
Notholithocarpus densiflorus,16,2061-2080_rcp45_CanESM2,-0.09912705421447754
Notholithocarpus densiflorus,17,2061-2080_rcp45_CanESM2,-0.06613987684249878
Notholithocarpus densiflorus,18,2061-2080_rcp45_CanESM2,-0.04727482795715332
Notholithocarpus densiflorus,19,2061-2080_rcp45_CanESM2,0.014312326908111572
Notholithocarpus densiflorus,1,2061-2080_rcp45_CNRM-CM5,-0.14820361137390137
Notholithocarpus densiflorus,2,2061-2080_rcp45_CNRM-CM5,-0.10051828622817993
Notholithocarpus densiflorus,3,2061-2080_rcp45_CNRM-CM5,-0.08682358264923096
Notholithocarpus densiflorus,4,2061-2080_rcp45_CNRM-CM5,-0.04358714818954468
Notholithocarpus densiflorus,5,2061-2080_rcp45_CNRM-CM5,0.03212785720825195
Notholithocarpus densiflorus,6,2061-2080_rcp45_CNRM-CM5,0.05323678255081177
Notholithocarpus densiflorus,7,2061-2080_rcp45_CNRM-CM5,-6.353259086608887e-4
Notholithocarpus densiflorus,8,2061-2080_rcp45_CNRM-CM5,-0.21018141508102417
Notholithocarpus densiflorus,9,2061-2080_rcp45_CNRM-CM5,0.03423154354095459
Notholithocarpus densiflorus,10,2061-2080_rcp45_CNRM-CM5,0.07533615827560425
Notholithocarpus densiflorus,11,2061-2080_rcp45_CNRM-CM5,0.06486010551452637
Notholithocarpus densiflorus,12,2061-2080_rcp45_CNRM-CM5,-0.011007189750671387
Notholithocarpus densiflorus,13,2061-2080_rcp45_CNRM-CM5,-0.055566489696502686
Notholithocarpus densiflorus,14,2061-2080_rcp45_CNRM-CM5,-0.034132301807403564
Notholithocarpus densiflorus,15,2061-2080_rcp45_CNRM-CM5,-0.03885543346405029
Notholithocarpus densiflorus,16,2061-2080_rcp45_CNRM-CM5,-0.0176277756690979
Notholithocarpus densiflorus,17,2061-2080_rcp45_CNRM-CM5,-0.0019692182540893555
Notholithocarpus densiflorus,18,2061-2080_rcp45_CNRM-CM5,0.01048731803894043
Notholithocarpus densiflorus,19,2061-2080_rcp45_CNRM-CM5,0.04170405864715576
Notholithocarpus densiflorus,1,2061-2080_rcp45_HadGEM2-ES,-0.30939799547195435
Notholithocarpus densiflorus,2,2061-2080_rcp45_HadGEM2-ES,-0.23781955242156982
Notholithocarpus densiflorus,3,2061-2080_rcp45_HadGEM2-ES,-0.2218787670135498
Notholithocarpus densiflorus,4,2061-2080_rcp45_HadGEM2-ES,-0.1554362177848816
Notholithocarpus densiflorus,5,2061-2080_rcp45_HadGEM2-ES,-0.022107601165771484
Notholithocarpus densiflorus,6,2061-2080_rcp45_HadGEM2-ES,0.007715821266174316
Notholithocarpus densiflorus,7,2061-2080_rcp45_HadGEM2-ES,-0.10215729475021362
Notholithocarpus densiflorus,8,2061-2080_rcp45_HadGEM2-ES,-0.3788362443447113
Notholithocarpus densiflorus,9,2061-2080_rcp45_HadGEM2-ES,-0.018780231475830078
Notholithocarpus densiflorus,10,2061-2080_rcp45_HadGEM2-ES,0.05034536123275757
Notholithocarpus densiflorus,11,2061-2080_rcp45_HadGEM2-ES,0.022077620029449463
Notholithocarpus densiflorus,12,2061-2080_rcp45_HadGEM2-ES,-0.12814903259277344
Notholithocarpus densiflorus,13,2061-2080_rcp45_HadGEM2-ES,-0.1489497423171997
Notholithocarpus densiflorus,14,2061-2080_rcp45_HadGEM2-ES,-0.12397783994674683
Notholithocarpus densiflorus,15,2061-2080_rcp45_HadGEM2-ES,-0.1451999545097351
Notholithocarpus densiflorus,16,2061-2080_rcp45_HadGEM2-ES,-0.10233455896377563
Notholithocarpus densiflorus,17,2061-2080_rcp45_HadGEM2-ES,-0.07824945449829102
Notholithocarpus densiflorus,18,2061-2080_rcp45_HadGEM2-ES,-0.060163259506225586
Notholithocarpus densiflorus,19,2061-2080_rcp45_HadGEM2-ES,-0.01736992597579956
Notholithocarpus densiflorus,1,2061-2080_rcp45_MIROC5,-0.37318700551986694
Notholithocarpus densiflorus,2,2061-2080_rcp45_MIROC5,-0.25104111433029175
Notholithocarpus densiflorus,3,2061-2080_rcp45_MIROC5,-0.22163748741149902
Notholithocarpus densiflorus,4,2061-2080_rcp45_MIROC5,-0.16361737251281738
Notholithocarpus densiflorus,5,2061-2080_rcp45_MIROC5,-0.11622053384780884
Notholithocarpus densiflorus,6,2061-2080_rcp45_MIROC5,-0.18771153688430786
Notholithocarpus densiflorus,7,2061-2080_rcp45_MIROC5,-0.3785027265548706
Notholithocarpus densiflorus,8,2061-2080_rcp45_MIROC5,-0.5747854262590408
Notholithocarpus densiflorus,9,2061-2080_rcp45_MIROC5,-0.1247900128364563
Notholithocarpus densiflorus,10,2061-2080_rcp45_MIROC5,-0.19565725326538086
