species,cell,scenario,delta
Quercus douglasii,8,2061-2080_rcp85_CNRM-CM5,-0.9199681327574609
Quercus douglasii,9,2061-2080_rcp85_CNRM-CM5,-0.8579882127742167
Quercus douglasii,10,2061-2080_rcp85_CNRM-CM5,-0.8463285332545638
Quercus douglasii,11,2061-2080_rcp85_CNRM-CM5,-0.8975701705785468
Quercus douglasii,12,2061-2080_rcp85_CNRM-CM5,-0.926045628331849
Quercus douglasii,13,2061-2080_rcp85_CNRM-CM5,-0.8371077624498291
Quercus douglasii,14,2061-2080_rcp85_CNRM-CM5,-0.8599442150048873
Quercus douglasii,15,2061-2080_rcp85_CNRM-CM5,-0.8703243888097667
Quercus douglasii,16,2061-2080_rcp85_CNRM-CM5,-0.8846181901088812
Quercus douglasii,17,2061-2080_rcp85_CNRM-CM5,-0.900900707395067
Quercus douglasii,18,2061-2080_rcp85_CNRM-CM5,-0.9078259909529152
Quercus douglasii,19,2061-2080_rcp85_CNRM-CM5,-0.9158899528702023
Quercus douglasii,1,2061-2080_rcp85_HadGEM2-ES,-0.7790118455771367
Quercus douglasii,2,2061-2080_rcp85_HadGEM2-ES,-0.8523331878072264
Quercus douglasii,3,2061-2080_rcp85_HadGEM2-ES,-0.8430202596138514
Quercus douglasii,4,2061-2080_rcp85_HadGEM2-ES,-0.8688033637267107
Quercus douglasii,5,2061-2080_rcp85_HadGEM2-ES,-0.8718981576434999
Quercus douglasii,6,2061-2080_rcp85_HadGEM2-ES,-0.8769234258597862
Quercus douglasii,7,2061-2080_rcp85_HadGEM2-ES,-0.9188944714991294
Quercus douglasii,8,2061-2080_rcp85_HadGEM2-ES,-0.919968229661654
Quercus douglasii,9,2061-2080_rcp85_HadGEM2-ES,-0.8580357436439954
Quercus douglasii,10,2061-2080_rcp85_HadGEM2-ES,-0.8477845423622057
Quercus douglasii,11,2061-2080_rcp85_HadGEM2-ES,-0.8978386849012168
Quercus douglasii,12,2061-2080_rcp85_HadGEM2-ES,-0.926061098625496
Quercus douglasii,13,2061-2080_rcp85_HadGEM2-ES,-0.8371077755549317
Quercus douglasii,14,2061-2080_rcp85_HadGEM2-ES,-0.8599443262719646
Quercus douglasii,15,2061-2080_rcp85_HadGEM2-ES,-0.87032442697739
Quercus douglasii,16,2061-2080_rcp85_HadGEM2-ES,-0.8846190910789602
Quercus douglasii,17,2061-2080_rcp85_HadGEM2-ES,-0.9009031784813146
Quercus douglasii,18,2061-2080_rcp85_HadGEM2-ES,-0.9078433071983909
Quercus douglasii,19,2061-2080_rcp85_HadGEM2-ES,-0.9159958964064572
Quercus douglasii,1,2061-2080_rcp85_MIROC5,-0.7790033841984041
Quercus douglasii,2,2061-2080_rcp85_MIROC5,-0.8521881772467168
Quercus douglasii,3,2061-2080_rcp85_MIROC5,-0.842668942961609
Quercus douglasii,4,2061-2080_rcp85_MIROC5,-0.8646963043138385
Quercus douglasii,5,2061-2080_rcp85_MIROC5,-0.7684142589569092
Quercus douglasii,6,2061-2080_rcp85_MIROC5,-0.5354680120944977
Quercus douglasii,7,2061-2080_rcp85_MIROC5,-0.8624405711889267
Quercus douglasii,8,2061-2080_rcp85_MIROC5,-0.9163814450148493
Quercus douglasii,9,2061-2080_rcp85_MIROC5,-0.6912630796432495
Quercus douglasii,10,2061-2080_rcp85_MIROC5,-0.30508822202682495
Quercus douglasii,11,2061-2080_rcp85_MIROC5,-0.570361465215683
Quercus douglasii,12,2061-2080_rcp85_MIROC5,-0.8375721201300621
Quercus douglasii,13,2061-2080_rcp85_MIROC5,-0.8362972907489166
Quercus douglasii,14,2061-2080_rcp85_MIROC5,-0.8559349980205297
Quercus douglasii,15,2061-2080_rcp85_MIROC5,-0.8663008855655789
Quercus douglasii,16,2061-2080_rcp85_MIROC5,-0.8677504677325487
Quercus douglasii,17,2061-2080_rcp85_MIROC5,-0.8692576922476292
Quercus douglasii,18,2061-2080_rcp85_MIROC5,-0.8114157319068909
Quercus douglasii,19,2061-2080_rcp85_MIROC5,-0.6907684355974197
Quercus garryana,1,2061-2080_rcp45_CanESM2,-0.7846642364747822
Quercus garryana,2,2061-2080_rcp45_CanESM2,-0.8030387088656425
Quercus garryana,3,2061-2080_rcp45_CanESM2,-0.8074543178081512
Quercus garryana,4,2061-2080_rcp45_CanESM2,-0.751470685005188
Quercus garryana,5,2061-2080_rcp45_CanESM2,-0.38903531432151794
Quercus garryana,6,2061-2080_rcp45_CanESM2,-0.34113192558288574
Quercus garryana,7,2061-2080_rcp45_CanESM2,-0.6304292678833008
Quercus garryana,8,2061-2080_rcp45_CanESM2,-0.8243228979408741
Quercus garryana,9,2061-2080_rcp45_CanESM2,-0.3805357813835144
Quercus garryana,10,2061-2080_rcp45_CanESM2,-0.21506959199905396
Quercus garryana,11,2061-2080_rcp45_CanESM2,-0.38083404302597046
Quercus garryana,12,2061-2080_rcp45_CanESM2,-0.6314437091350555
Quercus garryana,13,2061-2080_rcp45_CanESM2,-0.8051175735890865
Quercus garryana,14,2061-2080_rcp45_CanESM2,-0.760680228471756
Quercus garryana,15,2061-2080_rcp45_CanESM2,-0.7590889409184456
Quercus garryana,16,2061-2080_rcp45_CanESM2,-0.6802591979503632
Quercus garryana,17,2061-2080_rcp45_CanESM2,-0.5918674170970917
Quercus garryana,18,2061-2080_rcp45_CanESM2,-0.5971386432647705
Quercus garryana,19,2061-2080_rcp45_CanESM2,-0.48815324902534485
Quercus garryana,1,2061-2080_rcp45_CNRM-CM5,-0.7305261939764023
Quercus garryana,2,2061-2080_rcp45_CNRM-CM5,-0.6341927498579025
Quercus garryana,3,2061-2080_rcp45_CNRM-CM5,-0.6272039115428925
Quercus garryana,4,2061-2080_rcp45_CNRM-CM5,-0.4593256711959839
Quercus garryana,5,2061-2080_rcp45_CNRM-CM5,-0.23516833782196045
Quercus garryana,6,2061-2080_rcp45_CNRM-CM5,-0.18362557888031006
Quercus garryana,7,2061-2080_rcp45_CNRM-CM5,-0.29379647970199585
Quercus garryana,8,2061-2080_rcp45_CNRM-CM5,-0.4769659638404846
Quercus garryana,9,2061-2080_rcp45_CNRM-CM5,-0.2043439745903015
Quercus garryana,10,2061-2080_rcp45_CNRM-CM5,-0.13863372802734375
Quercus garryana,11,2061-2080_rcp45_CNRM-CM5,-0.1902431845664978
Quercus garryana,12,2061-2080_rcp45_CNRM-CM5,-0.2760812044143677
Quercus garryana,13,2061-2080_rcp45_CNRM-CM5,-0.5606200098991394
Quercus garryana,14,2061-2080_rcp45_CNRM-CM5,-0.44708922505378723
Quercus garryana,15,2061-2080_rcp45_CNRM-CM5,-0.45624199509620667
Quercus garryana,16,2061-2080_rcp45_CNRM-CM5,-0.3623238503932953
Quercus garryana,17,2061-2080_rcp45_CNRM-CM5,-0.33597004413604736
Quercus garryana,18,2061-2080_rcp45_CNRM-CM5,-0.2691608667373657
Quercus garryana,19,2061-2080_rcp45_CNRM-CM5,-0.2159895896911621
Quercus garryana,1,2061-2080_rcp45_HadGEM2-ES,-0.782079498283565
Quercus garryana,2,2061-2080_rcp45_HadGEM2-ES,-0.786181628704071
Quercus garryana,3,2061-2080_rcp45_HadGEM2-ES,-0.7906397096812725
Quercus garryana,4,2061-2080_rcp45_HadGEM2-ES,-0.7130522578954697
Quercus garryana,5,2061-2080_rcp45_HadGEM2-ES,-0.40239107608795166
Quercus garryana,6,2061-2080_rcp45_HadGEM2-ES,-0.3527171015739441
Quercus garryana,7,2061-2080_rcp45_HadGEM2-ES,-0.5698767900466919
Quercus garryana,8,2061-2080_rcp45_HadGEM2-ES,-0.7713361084461212
Quercus garryana,9,2061-2080_rcp45_HadGEM2-ES,-0.39832210540771484
Quercus garryana,10,2061-2080_rcp45_HadGEM2-ES,-0.24607616662979126
Quercus garryana,11,2061-2080_rcp45_HadGEM2-ES,-0.36994123458862305
Quercus garryana,12,2061-2080_rcp45_HadGEM2-ES,-0.5514335334300995
Quercus garryana,13,2061-2080_rcp45_HadGEM2-ES,-0.7766221389174461
Quercus garryana,14,2061-2080_rcp45_HadGEM2-ES,-0.7184847593307495
Quercus garryana,15,2061-2080_rcp45_HadGEM2-ES,-0.7244435027241707
Quercus garryana,16,2061-2080_rcp45_HadGEM2-ES,-0.5927484333515167
Quercus garryana,17,2061-2080_rcp45_HadGEM2-ES,-0.5659876763820648
Quercus garryana,18,2061-2080_rcp45_HadGEM2-ES,-0.4971603453159332
Quercus garryana,19,2061-2080_rcp45_HadGEM2-ES,-0.43338456749916077
Quercus garryana,1,2061-2080_rcp45_MIROC5,-0.40739482641220093
Quercus garryana,2,2061-2080_rcp45_MIROC5,-0.3353269696235657
Quercus garryana,3,2061-2080_rcp45_MIROC5,-0.3179318308830261
Quercus garryana,4,2061-2080_rcp45_MIROC5,-0.2647221088409424
Quercus garryana,5,2061-2080_rcp45_MIROC5,-0.15487432479858398
Quercus garryana,6,2061-2080_rcp45_MIROC5,-0.12349730730056763
Quercus garryana,7,2061-2080_rcp45_MIROC5,-0.1810094714164734
Quercus garryana,8,2061-2080_rcp45_MIROC5,-0.2982112169265747
Quercus garryana,9,2061-2080_rcp45_MIROC5,-0.1344287395477295
Quercus garryana,10,2061-2080_rcp45_MIROC5,-0.08795791864395142
Quercus garryana,11,2061-2080_rcp45_MIROC5,-0.11804068088531494
Quercus garryana,12,2061-2080_rcp45_MIROC5,-0.1849694848060608
Quercus garryana,13,2061-2080_rcp45_MIROC5,-0.24552154541015625
Quercus garryana,14,2061-2080_rcp45_MIROC5,-0.21327215433120728
Quercus garryana,15,2061-2080_rcp45_MIROC5,-0.22598707675933838
Quercus garryana,16,2061-2080_rcp45_MIROC5,-0.18126600980758667
Quercus garryana,17,2061-2080_rcp45_MIROC5,-0.17065829038619995
Quercus garryana,18,2061-2080_rcp45_MIROC5,-0.14942961931228638
Quercus garryana,19,2061-2080_rcp45_MIROC5,-0.14121520519256592
Quercus garryana,1,2061-2080_rcp85_CanESM2,-0.7860076659515478
Quercus garryana,2,2061-2080_rcp85_CanESM2,-0.8187672334324816
Quercus garryana,3,2061-2080_rcp85_CanESM2,-0.8242530003553838
Quercus garryana,4,2061-2080_rcp85_CanESM2,-0.84787612920627
Quercus garryana,5,2061-2080_rcp85_CanESM2,-0.8494558595120907
Quercus garryana,6,2061-2080_rcp85_CanESM2,-0.8209118396043777
Quercus garryana,7,2061-2080_rcp85_CanESM2,-0.8747326661832631
Quercus garryana,8,2061-2080_rcp85_CanESM2,-0.8736474745237501
Quercus garryana,9,2061-2080_rcp85_CanESM2,-0.8508140500634909
Quercus garryana,10,2061-2080_rcp85_CanESM2,-0.7396381199359894
Quercus garryana,11,2061-2080_rcp85_CanESM2,-0.8291813358664513
Quercus garryana,12,2061-2080_rcp85_CanESM2,-0.893587714061141
Quercus garryana,13,2061-2080_rcp85_CanESM2,-0.8397944986791117
Quercus garryana,14,2061-2080_rcp85_CanESM2,-0.8519218596047722
Quercus garryana,15,2061-2080_rcp85_CanESM2,-0.8484446261136327
Quercus garryana,16,2061-2080_rcp85_CanESM2,-0.8591708926251158
Quercus garryana,17,2061-2080_rcp85_CanESM2,-0.8679252951405942
Quercus garryana,18,2061-2080_rcp85_CanESM2,-0.8768250504508615
Quercus garryana,19,2061-2080_rcp85_CanESM2,-0.8700336217880249
Quercus garryana,1,2061-2080_rcp85_CNRM-CM5,-0.7860071260211612
Quercus garryana,2,2061-2080_rcp85_CNRM-CM5,-0.8187619182590424
Quercus garryana,3,2061-2080_rcp85_CNRM-CM5,-0.8242242941632867
Quercus garryana,4,2061-2080_rcp85_CNRM-CM5,-0.8472918316838332
Quercus garryana,5,2061-2080_rcp85_CNRM-CM5,-0.8428919278085232
Quercus garryana,6,2061-2080_rcp85_CNRM-CM5,-0.7953475415706635
Quercus garryana,7,2061-2080_rcp85_CNRM-CM5,-0.8633165396749973
Quercus garryana,8,2061-2080_rcp85_CNRM-CM5,-0.8730618759291247
Quercus garryana,9,2061-2080_rcp85_CNRM-CM5,-0.8198610842227936
Quercus garryana,10,2061-2080_rcp85_CNRM-CM5,-0.6348478198051453
Quercus garryana,11,2061-2080_rcp85_CNRM-CM5,-0.7605001032352448
Quercus garryana,12,2061-2080_rcp85_CNRM-CM5,-0.8705331012606621
Quercus garryana,13,2061-2080_rcp85_CNRM-CM5,-0.8396806549717439
Quercus garryana,14,2061-2080_rcp85_CNRM-CM5,-0.8511228681309149
Quercus garryana,15,2061-2080_rcp85_CNRM-CM5,-0.8482366666139569
Quercus garryana,16,2061-2080_rcp85_CNRM-CM5,-0.8555102772079408
Quercus garryana,17,2061-2080_rcp85_CNRM-CM5,-0.8626411156728864
Quercus garryana,18,2061-2080_rcp85_CNRM-CM5,-0.8503388725221157
Quercus garryana,19,2061-2080_rcp85_CNRM-CM5,-0.8100899383425713
Quercus garryana,1,2061-2080_rcp85_HadGEM2-ES,-0.7860076992176843
Quercus garryana,2,2061-2080_rcp85_HadGEM2-ES,-0.8187709122839806
Quercus garryana,3,2061-2080_rcp85_HadGEM2-ES,-0.8242552609385712
Quercus garryana,4,2061-2080_rcp85_HadGEM2-ES,-0.8479698066803394
Quercus garryana,5,2061-2080_rcp85_HadGEM2-ES,-0.8683539009653032
Quercus garryana,6,2061-2080_rcp85_HadGEM2-ES,-0.8630731757730246
Quercus garryana,7,2061-2080_rcp85_HadGEM2-ES,-0.8789656499866396
Quercus garryana,8,2061-2080_rcp85_HadGEM2-ES,-0.8737357763420732
Quercus garryana,9,2061-2080_rcp85_HadGEM2-ES,-0.8634355645626783
Quercus garryana,10,2061-2080_rcp85_HadGEM2-ES,-0.8022158220410347
Quercus garryana,11,2061-2080_rcp85_HadGEM2-ES,-0.8694409262388945
Quercus garryana,12,2061-2080_rcp85_HadGEM2-ES,-0.8987662170547992
Quercus garryana,13,2061-2080_rcp85_HadGEM2-ES,-0.8398028112969769
Quercus garryana,14,2061-2080_rcp85_HadGEM2-ES,-0.8519970877532614
Quercus garryana,15,2061-2080_rcp85_HadGEM2-ES,-0.8485721263514279
Quercus garryana,16,2061-2080_rcp85_HadGEM2-ES,-0.859689524571877
Quercus garryana,17,2061-2080_rcp85_HadGEM2-ES,-0.871281175990589
Quercus garryana,18,2061-2080_rcp85_HadGEM2-ES,-0.8797266180627048
Quercus garryana,19,2061-2080_rcp85_HadGEM2-ES,-0.8894847463816404
Quercus garryana,1,2061-2080_rcp85_MIROC5,-0.7776195909827948
Quercus garryana,2,2061-2080_rcp85_MIROC5,-0.7771798148751259
Quercus garryana,3,2061-2080_rcp85_MIROC5,-0.7586871087551117
Quercus garryana,4,2061-2080_rcp85_MIROC5,-0.6758875250816345
Quercus garryana,5,2061-2080_rcp85_MIROC5,-0.444479763507843
Quercus garryana,6,2061-2080_rcp85_MIROC5,-0.32769423723220825
Quercus garryana,7,2061-2080_rcp85_MIROC5,-0.5016322135925293
Quercus garryana,8,2061-2080_rcp85_MIROC5,-0.7231460064649582
Quercus garryana,9,2061-2080_rcp85_MIROC5,-0.3893139362335205
Quercus garryana,10,2061-2080_rcp85_MIROC5,-0.2524957060813904
Quercus garryana,11,2061-2080_rcp85_MIROC5,-0.3276028037071228
Quercus garryana,12,2061-2080_rcp85_MIROC5,-0.4888438284397125
Quercus garryana,13,2061-2080_rcp85_MIROC5,-0.7212740927934647
Quercus garryana,14,2061-2080_rcp85_MIROC5,-0.6443520039319992
Quercus garryana,15,2061-2080_rcp85_MIROC5,-0.6550447344779968
Quercus garryana,16,2061-2080_rcp85_MIROC5,-0.5590576827526093
Quercus garryana,17,2061-2080_rcp85_MIROC5,-0.5071572363376617
Quercus garryana,18,2061-2080_rcp85_MIROC5,-0.4337189793586731
Quercus garryana,19,2061-2080_rcp85_MIROC5,-0.3778630495071411
Quercus kelloggii,1,2061-2080_rcp45_CanESM2,-0.9162454435899576
Quercus kelloggii,2,2061-2080_rcp45_CanESM2,-0.9218321194020973
Quercus kelloggii,3,2061-2080_rcp45_CanESM2,-0.9203778406408674
Quercus kelloggii,4,2061-2080_rcp45_CanESM2,-0.9174501580419019
Quercus kelloggii,5,2061-2080_rcp45_CanESM2,-0.7058863341808319
Quercus kelloggii,6,2061-2080_rcp45_CanESM2,-0.4854190945625305
Quercus kelloggii,7,2061-2080_rcp45_CanESM2,-0.8118117973208427
Quercus kelloggii,8,2061-2080_rcp45_CanESM2,-0.9222713708877563
Quercus kelloggii,9,2061-2080_rcp45_CanESM2,-0.7057424932718277
Quercus kelloggii,10,2061-2080_rcp45_CanESM2,-0.20010054111480713
Quercus kelloggii,11,2061-2080_rcp45_CanESM2,-0.37447988986968994
Quercus kelloggii,12,2061-2080_rcp45_CanESM2,-0.7147931903600693
Quercus kelloggii,13,2061-2080_rcp45_CanESM2,-0.9203980792372022
Quercus kelloggii,14,2061-2080_rcp45_CanESM2,-0.9206391790648922
Quercus kelloggii,15,2061-2080_rcp45_CanESM2,-0.9223404674557969
Quercus kelloggii,16,2061-2080_rcp45_CanESM2,-0.9126430526375771
Quercus kelloggii,17,2061-2080_rcp45_CanESM2,-0.8660893887281418
Quercus kelloggii,18,2061-2080_rcp45_CanESM2,-0.8081194683909416
Quercus kelloggii,19,2061-2080_rcp45_CanESM2,-0.47900131344795227
Quercus kelloggii,1,2061-2080_rcp45_CNRM-CM5,-0.9145996521692723
Quercus kelloggii,2,2061-2080_rcp45_CNRM-CM5,-0.8923123758286238
Quercus kelloggii,3,2061-2080_rcp45_CNRM-CM5,-0.8907817471772432
Quercus kelloggii,4,2061-2080_rcp45_CNRM-CM5,-0.709374725818634
Quercus kelloggii,5,2061-2080_rcp45_CNRM-CM5,-0.1882227659225464
Quercus kelloggii,6,2061-2080_rcp45_CNRM-CM5,-0.05741685628890991
Quercus kelloggii,7,2061-2080_rcp45_CNRM-CM5,-0.183915913105011
Quercus kelloggii,8,2061-2080_rcp45_CNRM-CM5,-0.6383592188358307
Quercus kelloggii,9,2061-2080_rcp45_CNRM-CM5,-0.1305447816848755
Quercus kelloggii,10,2061-2080_rcp45_CNRM-CM5,-0.016084790229797363
Quercus kelloggii,11,2061-2080_rcp45_CNRM-CM5,-0.05579876899719238
Quercus kelloggii,12,2061-2080_rcp45_CNRM-CM5,-0.1966705322265625
Quercus kelloggii,13,2061-2080_rcp45_CNRM-CM5,-0.8554288893938065
Quercus kelloggii,14,2061-2080_rcp45_CNRM-CM5,-0.7047930359840393
Quercus kelloggii,15,2061-2080_rcp45_CNRM-CM5,-0.7069375514984131
Quercus kelloggii,16,2061-2080_rcp45_CNRM-CM5,-0.4677373170852661
Quercus kelloggii,17,2061-2080_rcp45_CNRM-CM5,-0.34930163621902466
Quercus kelloggii,18,2061-2080_rcp45_CNRM-CM5,-0.18000560998916626
Quercus kelloggii,19,2061-2080_rcp45_CNRM-CM5,-0.08931618928909302
Quercus kelloggii,1,2061-2080_rcp45_HadGEM2-ES,-0.9162387928950011
Quercus kelloggii,2,2061-2080_rcp45_HadGEM2-ES,-0.9213991964061279
Quercus kelloggii,3,2061-2080_rcp45_HadGEM2-ES,-0.9199410591681954
Quercus kelloggii,4,2061-2080_rcp45_HadGEM2-ES,-0.9072704128921032
Quercus kelloggii,5,2061-2080_rcp45_HadGEM2-ES,-0.47857949137687683
Quercus kelloggii,6,2061-2080_rcp45_HadGEM2-ES,-0.26861464977264404
Quercus kelloggii,7,2061-2080_rcp45_HadGEM2-ES,-0.6065957248210907
Quercus kelloggii,8,2061-2080_rcp45_HadGEM2-ES,-0.9033641386777163
Quercus kelloggii,9,2061-2080_rcp45_HadGEM2-ES,-0.47581398487091064
Quercus kelloggii,10,2061-2080_rcp45_HadGEM2-ES,-0.08919352293014526
Quercus kelloggii,11,2061-2080_rcp45_HadGEM2-ES,-0.18902349472045898
Quercus kelloggii,12,2061-2080_rcp45_HadGEM2-ES,-0.4904203414916992
Quercus kelloggii,13,2061-2080_rcp45_HadGEM2-ES,-0.9189671567874029
Quercus kelloggii,14,2061-2080_rcp45_HadGEM2-ES,-0.9101177174597979
Quercus kelloggii,15,2061-2080_rcp45_HadGEM2-ES,-0.9119564294815063
Quercus kelloggii,16,2061-2080_rcp45_HadGEM2-ES,-0.8050108179450035
Quercus kelloggii,17,2061-2080_rcp45_HadGEM2-ES,-0.7164399176836014
Quercus kelloggii,18,2061-2080_rcp45_HadGEM2-ES,-0.4783545434474945
Quercus kelloggii,19,2061-2080_rcp45_HadGEM2-ES,-0.26315754652023315
Quercus kelloggii,1,2061-2080_rcp45_MIROC5,-0.23493438959121704
Quercus kelloggii,2,2061-2080_rcp45_MIROC5,-0.08254992961883545
Quercus kelloggii,3,2061-2080_rcp45_MIROC5,-0.0759844183921814
Quercus kelloggii,4,2061-2080_rcp45_MIROC5,-0.0176200270652771
Quercus kelloggii,5,2061-2080_rcp45_MIROC5,0.021699368953704834
Quercus kelloggii,6,2061-2080_rcp45_MIROC5,0.01527339220046997
Quercus kelloggii,7,2061-2080_rcp45_MIROC5,-0.027051031589508057
Quercus kelloggii,8,2061-2080_rcp45_MIROC5,-0.14916455745697021
Quercus kelloggii,9,2061-2080_rcp45_MIROC5,0.02489650249481201
Quercus kelloggii,10,2061-2080_rcp45_MIROC5,0.021139442920684814
Quercus kelloggii,11,2061-2080_rcp45_MIROC5,-0.0035533905029296875
Quercus kelloggii,12,2061-2080_rcp45_MIROC5,-0.05571448802947998
Quercus kelloggii,13,2061-2080_rcp45_MIROC5,-0.046562016010284424
Quercus kelloggii,14,2061-2080_rcp45_MIROC5,-0.021463513374328613
Quercus kelloggii,15,2061-2080_rcp45_MIROC5,-0.024162113666534424
Quercus kelloggii,16,2061-2080_rcp45_MIROC5,-0.005761146545410156
Quercus kelloggii,17,2061-2080_rcp45_MIROC5,-0.009031176567077637
Quercus kelloggii,18,2061-2080_rcp45_MIROC5,-0.016290664672851563
Quercus kelloggii,19,2061-2080_rcp45_MIROC5,-0.026897668838500977
Quercus kelloggii,1,2061-2080_rcp85_CanESM2,-0.9162456989288328
Quercus kelloggii,2,2061-2080_rcp85_CanESM2,-0.9218671917870466
Quercus kelloggii,3,2061-2080_rcp85_CanESM2,-0.9204130768730215
Quercus kelloggii,4,2061-2080_rcp85_CanESM2,-0.9190914580223617
Quercus kelloggii,5,2061-2080_rcp85_CanESM2,-0.9113348361570388
Quercus kelloggii,6,2061-2080_rcp85_CanESM2,-0.9133517370792106
Quercus kelloggii,7,2061-2080_rcp85_CanESM2,-0.9312204055095208
Quercus kelloggii,8,2061-2080_rcp85_CanESM2,-0.9265382037529974
Quercus kelloggii,9,2061-2080_rcp85_CanESM2,-0.9092629561200738
Quercus kelloggii,10,2061-2080_rcp85_CanESM2,-0.8974710144102573
Quercus kelloggii,11,2061-2080_rcp85_CanESM2,-0.9184208484366536
Quercus kelloggii,12,2061-2080_rcp85_CanESM2,-0.9278332842441159
Quercus kelloggii,13,2061-2080_rcp85_CanESM2,-0.9205372929018532
Quercus kelloggii,14,2061-2080_rcp85_CanESM2,-0.9222241591130222
Quercus kelloggii,15,2061-2080_rcp85_CanESM2,-0.9239335011894076
Quercus kelloggii,16,2061-2080_rcp85_CanESM2,-0.9246818964044223
Quercus kelloggii,17,2061-2080_rcp85_CanESM2,-0.9272769792514737
Quercus kelloggii,18,2061-2080_rcp85_CanESM2,-0.9287370518541138
Quercus kelloggii,19,2061-2080_rcp85_CanESM2,-0.9258239950286224
Quercus kelloggii,1,2061-2080_rcp85_CNRM-CM5,-0.9162456989285425
Quercus kelloggii,2,2061-2080_rcp85_CNRM-CM5,-0.9218671917391749
Quercus kelloggii,3,2061-2080_rcp85_CNRM-CM5,-0.9204130763290639
Quercus kelloggii,4,2061-2080_rcp85_CNRM-CM5,-0.9190912052570468
Quercus kelloggii,5,2061-2080_rcp85_CNRM-CM5,-0.9109369239886291
Quercus kelloggii,6,2061-2080_rcp85_CNRM-CM5,-0.9100446915253997
Quercus kelloggii,7,2061-2080_rcp85_CNRM-CM5,-0.9311380256403936
Quercus kelloggii,8,2061-2080_rcp85_CNRM-CM5,-0.926538127321102
Quercus kelloggii,9,2061-2080_rcp85_CNRM-CM5,-0.9076352120609954
Quercus kelloggii,10,2061-2080_rcp85_CNRM-CM5,-0.8426975011825562
Quercus kelloggii,11,2061-2080_rcp85_CNRM-CM5,-0.9115819931030273
Quercus kelloggii,12,2061-2080_rcp85_CNRM-CM5,-0.9276642546756193
Quercus kelloggii,13,2061-2080_rcp85_CNRM-CM5,-0.920537287662825
Quercus kelloggii,14,2061-2080_rcp85_CNRM-CM5,-0.9222238979546944
Quercus kelloggii,15,2061-2080_rcp85_CNRM-CM5,-0.9239334666098351
Quercus kelloggii,16,2061-2080_rcp85_CNRM-CM5,-0.9246745395803373
Quercus kelloggii,17,2061-2080_rcp85_CNRM-CM5,-0.9272515238626511
Quercus kelloggii,18,2061-2080_rcp85_CNRM-CM5,-0.9283388282347005
Quercus kelloggii,19,2061-2080_rcp85_CNRM-CM5,-0.9236478616949171
Quercus kelloggii,1,2061-2080_rcp85_HadGEM2-ES,-0.9162456989288328
Quercus kelloggii,2,2061-2080_rcp85_HadGEM2-ES,-0.921867191791285
Quercus kelloggii,3,2061-2080_rcp85_HadGEM2-ES,-0.9204130768740221
Quercus kelloggii,4,2061-2080_rcp85_HadGEM2-ES,-0.9190914590333774
Quercus kelloggii,5,2061-2080_rcp85_HadGEM2-ES,-0.9114435405044787
Quercus kelloggii,6,2061-2080_rcp85_HadGEM2-ES,-0.9144597275881097
Quercus kelloggii,7,2061-2080_rcp85_HadGEM2-ES,-0.9312439388841085
Quercus kelloggii,8,2061-2080_rcp85_HadGEM2-ES,-0.926538226483717
Quercus kelloggii,9,2061-2080_rcp85_HadGEM2-ES,-0.9092778539488791
Quercus kelloggii,10,2061-2080_rcp85_HadGEM2-ES,-0.8980134669691324
Quercus kelloggii,11,2061-2080_rcp85_HadGEM2-ES,-0.9213317787507549
Quercus kelloggii,12,2061-2080_rcp85_HadGEM2-ES,-0.9279238947747217
Quercus kelloggii,13,2061-2080_rcp85_HadGEM2-ES,-0.9205372929100712
Quercus kelloggii,14,2061-2080_rcp85_HadGEM2-ES,-0.9222241597252419
Quercus kelloggii,15,2061-2080_rcp85_HadGEM2-ES,-0.923933505536411
Quercus kelloggii,16,2061-2080_rcp85_HadGEM2-ES,-0.9246819278051674
Quercus kelloggii,17,2061-2080_rcp85_HadGEM2-ES,-0.9272827222957858
Quercus kelloggii,18,2061-2080_rcp85_HadGEM2-ES,-0.9287398769283755
Quercus kelloggii,19,2061-2080_rcp85_HadGEM2-ES,-0.9268511493282858
Quercus kelloggii,1,2061-2080_rcp85_MIROC5,-0.9161525227027596
Quercus kelloggii,2,2061-2080_rcp85_MIROC5,-0.9182547149248421
Quercus kelloggii,3,2061-2080_rcp85_MIROC5,-0.9105442529544234
Quercus kelloggii,4,2061-2080_rcp85_MIROC5,-0.8121926710009575
Quercus kelloggii,5,2061-2080_rcp85_MIROC5,-0.27720075845718384
Quercus kelloggii,6,2061-2080_rcp85_MIROC5,-0.11369127035140991
Quercus kelloggii,7,2061-2080_rcp85_MIROC5,-0.5063362717628479
Quercus kelloggii,8,2061-2080_rcp85_MIROC5,-0.8931374363601208
Quercus kelloggii,9,2061-2080_rcp85_MIROC5,-0.19169700145721436
Quercus kelloggii,10,2061-2080_rcp85_MIROC5,-0.044396817684173584
Quercus kelloggii,11,2061-2080_rcp85_MIROC5,-0.1599082350730896
Quercus kelloggii,12,2061-2080_rcp85_MIROC5,-0.506861537694931
Quercus kelloggii,13,2061-2080_rcp85_MIROC5,-0.8945679198950529
Quercus kelloggii,14,2061-2080_rcp85_MIROC5,-0.8150767311453819
Quercus kelloggii,15,2061-2080_rcp85_MIROC5,-0.8211394399404526
Quercus kelloggii,16,2061-2080_rcp85_MIROC5,-0.6422207057476044
